Dialogue/3406C9764134F04FD94FADACDFCB738C_EF8738C000000000	Would you have thought it could all go so wrong so quickly?	상황이 이렇게 급속도로 나빠질 줄 예상이나 했어?
Dialogue/61F148FB4D38CDAABB070485D94E1D33_EF8738C000000000	Would your modelling have predicted this?	네 모델이 이건 예측했어?
Dialogue/716C7CB94E0C60EDF98EE78124125BF0_58FA765C00000000	Yeah, you good.	건강해 보이네.
Dialogue/E416ED17490E60672D136BB5CA018A44_F609D41800000000	Yes, the eyrie has become the prision.[2.7]Who could have guessed this could happen?	그래, 이 기지가 감옥이 돼버린 거야.[2.7]누가 예상이나 했겠어?
Dialogue/7ADF693948C9FBA799286EAFF408ECEE_7D797E7800000000	Yes, yes, I'm coming. I just need a little longer.	그래, 그래, 간다니까. 조금만 시간을 줘.
Dialogue/44A97338485AFCAE4CE745A72420528A_AD7A481D00000000	You are learning, your aura is shifting,[5]but some doors open in their own time ...[9.2]and that is for fate to decide ...	그대의 이해가 깊어지고, 기운이 변화하고 있다.[5]하지만 때가 정해진 문 또한 있는 법이지...[9.2]그것은 운명이 결정할 것이다...
Dialogue/181CE3A94FDD757D7A5CD6B6496BA178_58FA765C00000000	You been through the train station yet? [2.3]You wanna fix those pumps, you need to pay that place a visit. [6.3]You'll see what I mean when you get there.	기차 정거장에는 아직 안 가봤나? [2.3]펌프를 고치려면 무조건 가봐야할 텐데. [6.3]가면 알게 될 거야.
Dialogue/450D3E744DF75FE80559EF97BA0120D0_F609D41800000000	You came back. You are either very brave, or tremendously foolish.	돌아왔구나. 용감한 건지, 멍청한 건지 모르겠네.
Dialogue/5B46F775460CFF87A2D02FA14EAF8DA4_1E8E4DD100000000	You came from Office Sector? Is it ... bad over there?	사무 구역에서 왔다고? 거긴... 괜찮아?
Dialogue/7D2280264F36A7851A525BBFF4F33CD8_9B469B0F00000000	You came from Springer? [1.5]Things are a bit different over here. You'll see.	스프링어에서 왔다고? [1.5]여기랑은 좀 다를 거야. 곧 알게 될 거고.
Dialogue/5F6A441541539C785D772B86588FB771_587DB37A00000000	You can wait here, you'll be safe, just don't get in the way.  	여기서 기다리면 돼. 안전할 거야. 방해만 하지마.
Dialogue/66A845BA44E08070AA17289A07D4D264_28A5EA9400000000	You did it!	해냈구나!
Dialogue/F67615A540E9B3A0783F28B6A739E31F_58FA765C00000000	You find a way out, send help, alright?	나가서 지원을 보내줘. 알겠지?
Dialogue/16C4B429464D50137C8E84867D3ED50A_D73DE1F100000000	You going to leave me standing here?	나를 여기 두고 갈 거야?
Dialogue/E497B13241ADA9ED83E05ABA09C8E692_7D797E7800000000	You got it open! ... I was right! [3]Looks like someone closed it from the inside. [7.1]But who would do that?	열었구나! ... 내가 맞았어! [3]보아하니 누군가 안에서 닫은 것 같은데. [7.1]도대체 누가 그런 짓을?
Dialogue/5CEE16CC41BCDAB3C222A69253C4BF2D_F980962A00000000	You got through!	통과했구나!
Dialogue/D9B328A747200AE0AF9DDEAE06ECEFD5_AF4702B100000000	You guys look like you're having fun down there ... Me? ... I'm doing okay too.	다들 즐거워 보이는군... 나?... 나도 잘 지내고 있지.
Dialogue/92CA9E5B4A09FDA8FBCC7BA20AD93F52_98535A7300000000	You had the same idea![2.65]Well done.[4.25]I'm very interested to see how it goes.	같은 생각을 했군! [2.65]잘했어.[4.25]이게 어떻게 풀릴지 기대가 되는군.
Dialogue/395EE7004ACD2FD1514887965AACBB71_AD7A481D00000000	You have come far, but you will halt here, before the darkness, [5.2]the water, the nexus, an egress ... perhaps.	그대는 멀리 왔지만, 이제는 멈추어야 한다. 어둠, [5.2]물, 결합, 그리고 어쩌면 떠남의 앞에서...
Dialogue/8C43567140C3F7C9BA96CCABA4B003FD_08CBFFCB00000000	You have returned.	돌아왔군.
Dialogue/B6031199416EDD93790D63BEBAC6F66F_AD7A481D00000000	You hear me, but do you understand?	그대는 내 말을 들었는가, 아니면 새기었는가?
Dialogue/D55567AC434F5402793B8796429678F4_AF4702B100000000	You idiots couldn't hit the floor if you fell over!	접시물에 코 박고 죽을 놈들!
Dialogue/5942DA784C15E5EA17AFFBAF790B83A5_28A5EA9400000000	You know ... [2.2]There are surely beings in this universe far stranger[4.8]than anything this Facility has locked away -[7.3]or accidentally unleashed.[9.4]Things we can't even imagine.[12.7]Anyway, good luck in there.[15]If you can get to the surface elevator in the centre of the sector,[18.3]we may actually have a way out of here.[21]I know you'll figure it out.	이봐... [2.2]이 우주에는 우리가 이 시설에 가둔 것보다, [4.8]실수로 놓쳐버린 것보다,[7.3]훨씬 더 기이한 존재들이 분명 있을 거야.[9.4]우리는 상상도 못하는 것들이지.[12.7]어찌됐든, 행운을 빌어.[15]네가 구역 중앙에 있는 지표 엘리베이터까지 갈 수 있다면,[18.3]진짜로 나갈 수 있을 지도 몰라.[21]너라면 할 수 있을 거야.
Dialogue/87FCC35441B31CA55CC370898DE98027_98535A7300000000	You know this cola's really not too bad.	이 콜라 생각보다 나쁘지 않은데?
Dialogue/378EB61F43BABD5B50A903B7F45DC63E_5D63EF4100000000	You know what this is, don't you? [3.0]The Dark Lens ... the core of our perforation research ... [8.5]Or it was. [12.4] I'd heard rumours of a threat, there are always rumours ... but this is insane. [20.5]They killed everyone, then removed the Lens ... [25.8]Without it, how are we supposed to control the portals? ... [30.0]they could appear anywhere ... connect to anything ... [35.6]Do they realise what they've done?	넌 이게 뭔 줄 알지, 그렇지? [3.0]암흑 렌즈... 천공 연구의 핵심이지... [8.5]지금은 저 모양이지만. [12.4] 공격에 대한 소문은 들었지만, 소문은 소문이잖아... 하지만 이건 미쳤어. [20.5]모두를 죽이고, 렌즈를 제거했다고... [25.8]그게 없으면, 포탈을 제어할 수 없어... [30.0]사방으로 나타나고... 아무 곳으로나 연결될 거야... [35.6]무슨 짓을 했는지 그들이 알기나 할까?
Dialogue/C7071B7444A923F55F7E309504C51B75_98535A7300000000	You know, sometimes, Janet,[1.6]you can be very pessimistic.	가끔씩 말이야, 자넷, [1.6]자네는 너무 비관적이야.
Dialogue/B946DBBD448C47D5DC236B8BB19FA97E_F980962A00000000	You made it past the turrets ... You're the first! [3.2]I've been locked in here since we contained I.S. one-two-one. [6.3]For its own safety, as much as ours! [9.3]Such an incredible specimen, and not just its size. [13.8]The capacitance of its circulatory fluid is extraordinary! [17.3]Just a few drops contains enough energy to power an entire portal network ... [21.8]We've barely begun to understand the possibilities!	터렛들을 통과했구나... 네가 처음이야! [3.2]IS-121을 격리한 이후로 나도 여기 갇혀있었어. [6.3]IS의 안전을 위해서도, 우리의 안전을 위해서도 말이야! [9.3]정말 대단한 표본이야, 크기를 제외하고도 말이지. [13.8]순환계 체액의 전력량이 엄청나! [17.3]단 몇 방울 만으로도 포탈 네트워크 전체에 에너지를 공급하고도 남는다고... [21.8]연구는 이제야 시작인데 말이지!
Dialogue/D8DED5D547625F5CACC53C836B429D07_09B430A600000000	You mean the soda that just appears in the vending machine and no-one knows where it comes from? [5.4]And even if you unplug it, it keeps working? [8.4]That's some quality refreshment right there, Abe.	그러니까 자판기 안에서 그냥 나타나는데, 아무도 그 출처를 모르는 음료수요? [5.4]게다가 전원을 뽑아도 계속 작동하고요? [8.4]그거참 정상적인 음료수네요, 에이브.
Dialogue/737C0910435642592914A0A4C207E83A_09CA50D600000000	You must be new, huh?	새로 왔지, 어?
Dialogue/78065EC54F42E52C30E3C0A3D4F4A3B4_58FA765C00000000	You need somethin'?	뭐 필요해?
Dialogue/AAEE83E8441EC335FA92DCB48056E004_AF4702B100000000	You need to get a move on, I can't last out here forever.	빨리 가는 게 좋을 걸, 나도 평생 이럴 순 없어.
Dialogue/667D5BC945C191EEB74292920672FC95_D73DE1F100000000	You need to open the DOOR! ... NOW!	문을 열어줘! 당장!
Dialogue/FAB776B0465F15823A1A8281E38C8B78_08CBFFCB00000000	You opened the way. And now they are free. [4.6]Trapped no longer. You have given them freedom, whether you meant to or not. [11]That is the price of your own escape.	문을 열었군. 이제 그들도 자유야. [4.6]더 이상 갇혀 있지 않아. 네가 의도했든 아니든, 그들에게 자유를 줬어. [11]그게 네 탈출의 대가야.
Dialogue/B3D55CCC47C5CDFA6ED48F8EBB86F4DB_09B430A600000000	You quantum entangled us?[2.05]Or the time you shrunk me to the size of a bagel?	우리를 양자 얽힘 상태로 만들었을 때요? [2.05]아니면, 저를 베이글 크기로 축소했을 때?
Dialogue/5D47DA7646FE11D82B6035B0A4297630_28A5EA9400000000	You reset the system AND turned the guns on those apes! [4.0]Bravo! [5.5]We may yet get out of here with our skins. [8.0]Now we just need to get that odious gunk off the Vacuum Chamber door. [12.9]But this isn't the first time we've had this problem! [16.4]That goo was a curse until they opened a portal to the Mycofields in Anteverse 2 [21.8]and the TR teams discovered a substance that could remove that awful stuff. [27.0]The test chamber portal may even still be open, but with the state of things, who's to say? [33]I suppose we just have to go and find out.	시스템을 초기화하고 저 놈들에게 총까지 돌려놓다니! [4.0]브라보! [5.5]아직 살아서 나갈 수 있을지도 몰라. [8.0]이제 진공 챔버에 붙은 저 더러운 끈적이만 좀 제거하면 돼. [12.9]하지만 이 문제는 이전에도 일어난 적 있지! [16.4]안테버스 2 내부 균류지로 포탈을 열기 전까지는 저 끈적이는 정말 골치였지. [21.8]근데 차원정찰대가 제거할 수 있는 물질을 발견한 거야. [27.0]그 실험 챔버 포탈이 아직 열려있겠지만, 상황이 상황인지라 말이지. [33]직접 확인해 보는 수밖에.
Dialogue/6F481D2645ADB1EB35DDAE9418D1A6BD_52045D4F00000000	You see Frake, you tell her I got this place under control ... for now.	프레이크를 만나면 내가 상황을 통제하고 있다고 말해줘... 일단은.
Dialogue/7BEB854648E8328352C1C2997F804939_EF8738C000000000	You should focus on getting out of here.	탈출하는데 집중하는 건 어때.
Dialogue/BAC50A6846687ADC229166B91E3EEC15_587DB37A00000000	You should leave this to engineers - we built this equipment, we understand it.	여긴 기술자한테 맡겨. 우리가 이 장비를 만들었고, 이해하고 있으니까.
Dialogue/D743B3EA408B9F9BF276C9996586C2EF_5D63EF4100000000	You think Security Sector is any safer than this? [3.6]It's not just a rumor, staff have disappeared! [7.7]The Defense Team says there's nothing to worry about, [10.6]but that's when you know there's a problem.	보안 구역이 여기보다 안전할 거로 생각해? [3.6]그냥 소문이 아니야. 직원이 사라졌다고! [7.7]방어팀은 아무 걱정할 필요가 없다고 했지만, [10.6]그 말은 진짜 문제가 있다는 뜻이라고.
Dialogue/877CD04A45DCCC0BB1BE96BB98509988_AD7A481D00000000	You think you understand, [2.6]but your mind dwells in the shallows ...	이해한다는 것은 착각이다. [2.6]그대는 진리의 연안에 머물렀을 뿐이니...
Dialogue/E17573F54A6948A5E1CFBEB0A05BCDD3_08CBFFCB00000000	You want out? Of course you want out. [2.6]Like them. The giants. You are trapped here. [6.1]But shut down the devices. Your devices. [9.1]Remove the power cells. One two three. [12]You’ll have your way out. But what then? [15.7]When you’ve opened your door? What then eh?	나가고 싶어? 물론 그렇겠지. [2.6]저 거인들처럼 너도 여기 갇힌 거야. [6.1]하지만 장비를 끄고, 너네 장비 말하는 거야. [9.1]파워셀 하나 둘 셋을 제거하면. [12]나갈 길이 생기겠지. 하지만 그 다음엔? [15.7]문을 열었을 때, 그 다음엔 뭐가 있겠어, 응?
Dialogue/9940FD5F48D2A99FAC6AB2950CEF3BFC_08CBFFCB00000000	You would escape this place?	여기서 도망칠 생각이야?
Dialogue/CAAB8E20431CC7A353F9CBAFA113AE32_A783C72500000000	You! Get down!	어이! 엎드려!
Dialogue/A8AB756B48CCA5934AC3538DE615738F_09B430A600000000	You'll have to forgive my colleague, Abe, he's had a bit of a shock. [5]We tried to get out through Flathill, and ... well ... some people ... died. [11]Then some genius deactivated the Composer containment system. [16]So, clearly, we need to find another exit out of here, [20]and that's looking like Manufacturing West. [23]I don't exactly enjoy the idea, but our options are... limited.	제 동료를 이해해 주세요, 에이브. 좀 충격을 받아서 그래요. [5]우린 플랫힐에서 탈출하려고 했는데... 몇 명이... 목숨을 잃었어요. [11]그리고 어떤 정신나간 놈이 작곡가 격리 시스템을 정지시켰죠. [16]어쩔 수 없이 다른 탈출구를 찾는 수 밖에 없었어요. [20]그렇게 눈을 돌린 곳이 제조 구역 서쪽이죠. [23]마음에 드는 생각은 아니였지만, 선택지가... 제한적이었으니까요.
Dialogue/C7D117EA442EC1548AF773AFC154F44B_9B469B0F00000000	You're all good, head downstairs to the lift.	아무 문제 없어, 승강기 타러 내려가.
Dialogue/A5C20334413F5717CF68A69028252207_4D54ED2D00000000	You're evacuating, aren't you? [2.4]And trying to keep out of sight - I know the feeling. [7.5]But I can't think about it right now. [10.7]Frake asked me to get something from the Blacksmith. [14.1]She's got a plan to get us out of here. [16.6]It's extreme, but it just might work.	대피하는 중이죠? [2.4]그것들 눈에 띄지 않게요. 무슨 느낌인지 저도 알죠. [7.5]하지만 전 지금은 안 돼요. [10.7]프레이크가 대장장이 한테서 뭘 좀 받아와 달래요. [14.1]빠져나갈 계획이 있대요. [16.6]어렵긴 하지만 가능할 거예요.
Dialogue/133F956F460264F95A9DD796B538A542_58FA765C00000000	You're not one'a Frake's people, are ya?	프레이크 쪽 사람은 아니지?
Dialogue/403BAE0245B6285A2587D5A1CE01AD96_58FA765C00000000	You're not one'a Frake's people, are ya?	프레이크 쪽 사람은 아니지?
Dialogue/FDD1C1DB49A54B5331D052883A9ED20E_5D63EF4100000000	You're not seriously thinking of going through ... [4.2]are you?	들어갈지 진지하게 고민하는 건 아니지...? [4.2]그렇지?
Dialogue/F6600FCE4F1C5C79140CAC8347C1764A_98DBDC4800000000	You're part of the Research Team ...[4.1]I'm sorry ... I can't see much at all now  ... [8.7]Whatever happened, it shut down most of the lab's sensors ...[13.6]There was shaking, then the water ... then nothing.[20.8]I've been waiting for days ... I think.[25.1]Stewart ... Dr. Wakeman ...[28]He was working to free me, but ... what happened to him?[35]He was almost finished.[38]Don't leave me here, please.[42.6]If you can complete the neural-bridge,[45.3]I can transfer to hardware, finally.[50.5]Dr. Wakeman said it was almost ready ...	연구팀 소속이시군요... [4.1]죄송합니다... 아무것도 보이지 않아서요...[8.7]무슨 일이 생긴 건지, 연구소 센서 대부분이 꺼졌거든요...[13.6]흔들림이 있었고, 그 다음엔 물이... 그리곤 아무것도...[20.8]며칠을 기다렸어요... 제가 맞다면요...[25.1]스튜워트... 웨이크먼 박사님...[28]저를 자유롭게 만들어주신다고 하셨는데, 도대체 그들에게 무슨 일이 생긴 건가요?[35]곧 된다고 했는데.[38]저를 두고 가지 마세요, 제발요.[42.6]신경 교량만 완성할 수 있다면,[45.3]제가 드디어 하드웨어로 전송될 수 있어요.[50.5]웨이크먼 박사님이 거의 다 됐다고 했는데...
Dialogue/9B19B9A8409941DAEE740FA2709BC025_5D63EF4100000000	You're probably as sick of portal-hopping as I am,[3.4]but the equipment in Reactors could be how we get out of here.[6.6]It's old, but we never decommisioned it.[10]And the spillway should drop us straight down there.	그쪽도 나처럼 포탈을 들락거리기 지쳤겠지만, [3.4]반응로에 있는 장비들이 탈출의 열쇠가 될 수도 있어.[6.6]오래됐지만 퇴역시키진 않았지.[10]배수로를 타면 곧장 아래로 내려갈 수 있을 거야.
Dialogue/910D6034442B18C133A30AA4D05AFAD2_28A5EA9400000000	You're really doing rather well.	넌 정말 잘하고 있어.
Dialogue/17F223A94E106716477EDC98D9AED0F6_8C6F078800000000	You're really going to do what I think you're going to do? [4.2]You're quite the empiricist. [7.4]But I think I'll wait for ... more ... data.	혹시 지금 하려는 게 내가 생각한 그거야? [4.2]너 정말 경험주의자구나. [7.4]나라면 데이터를... 좀 더... 기다릴래.
Dialogue/8F8958D543092AF654C87E8D2DA20F38_98DBDC4800000000	You're wondering ... how I got here?[4.7]Was I forced into this ... cage?[9.2]Well, no ... and ... yes.[14.8]When Stewart found me at the clinic, he gave me a way out.[20.4]Another few months, and I would have died ...[25.2]Another few days work here, and he would have succeeded.	제가 어떻게 여기 있는지... 궁금한가요?[4.7]강제로 갇혔냐고요...?[9.2]음, 아니요, 면서도 네...[14.8]스튜워트가 병원에서 저를 보고, 빠져 나오게 했어요.[20.4]아니었다면 몇 달 지나 죽었겠죠...[25.2]며칠만 시간이 있었다면, 그가 성공했을텐데.
Dialogue/502E7AC443098ACC7D49FDBF3CF95664_9EEEEC2D00000000	Your Gatekeepers will not help you now!	널 도와줄 게이트키퍼들도 이젠 없다!
Dialogue/0D3DE8EF4788213A46DB8AA7A50634C2_9EEEEC2D00000000	Your hubris blinds you - TELL ME what is the purpose of this train's perpetuity? [5.8]What disaster accrues if it halts?? Speak, Scientist!	네 오만함이 눈을 멀게 했군. 말해라! 이 기차의 반복성에 무슨 목적이 뭐지? [5.8]멈추면 무슨 재앙이 일어나는 것이냐?? 말해라, 과학자!
Dialogue/84D9BD734F68CD0893C93CA51615C83E_08CBFFCB00000000	Your people would not open the way, [2.7]but they are gone, the crusaders saw to that. [6.4]So there's no-one to stop you.	네 사람들은 길을 열지 않았지만, [2.7]그들은 이제 없어, 십자군이 확실히 처리했지. [6.4]그러니 널 막을 사람은 없어.
Dialogue/BDC4FC7449D7C930D8F00AB8EEDE572B_F609D41800000000	Ze soldiers, they were in disguise ...[2.86]We thought they were Groupe, until they started shooting ...[6.2]I tried to call Heystone, Brace, Leaf, nothing -[9.6]our comms were dead.	그 군인들 변장하고 있었어...[2.86]동료인 줄 알았지. 쏘기 전까진 말이야...[6.2]바로 히스톤, 브레이스, 리프한테 연락했어. 하지만,[9.6]통신이 죽어있었다.
Dialogue/C4BA56AD42A83F5F6A250B88617FE871_AD7A481D00000000	[3.0]A reprieve, be grateful. [8.2]I perceive you've come far, and seek escape, from the depths, the shadow lair, where our kinds cannot co-exist ... [19.5]You are of our kith, but not our kin, and I came with a warning, which is a gift. [29]Halt here, and no worse shall befall you.	[3.0]한시적인 구원에 감사하라. [8.2]멀리까지 왔구나. 탈출을 갈망하던, 심연 그림자 땅에서, 우리는 공존할 수 없을지니...[19.5]그대는 동족이나, 혈족은 아님에, 나는 경고라는 이름의 선물을 주겠다. [29]멈추어라, 그리하면 재앙은 면할 것이다.
Dialogue/CCD8123943B433802B1444A6A63C4AE0_F2E10BE100000000	urrk... water ...	아... 물...
DT_AccessibilitySettings/Arachnophobia_DisplayName	Arachnophobia Mode	거미 공포증 모드
DT_AccessibilitySettings/CameraShake_DisplayName	Camera Movement / Shake	카메라 이동 / 떨림
DT_AccessibilitySettings/Language_DisplayDescription	Change your desired language for menus and subtitles.	메뉴와 자막에서 출력되는 언어를 선택합니다.
DT_AccessibilitySettings/ColorblindMode_DisplayName	Colorblind Mode	색각 이상 모드
DT_AccessibilitySettings/ColorblindStrength_DisplayName	Colorblind Strength	색각 보정 강도
DT_AccessibilitySettings/SubtitleText_Options_Index1_Label	Default	기본값
DT_AccessibilitySettings/ColorblindMode_Options_Index1_Label	Deuteranopia	녹색맹
DT_AccessibilitySettings/DialogSubtitles_DisplayName	Dialog Subtitles	대화 자막
DT_AccessibilitySettings/CameraShake_DisplayDescription	Increase or reduce the amount of camera shake you experience. This includes world effects like explosion shake, but also camera movements from first-person animations.	카메라의 흔들림을 증가 또는 감소시킵니다. 여기에는 폭발의 흔들림과 같은 월드 효과뿐만 아니라 1인칭 시점 애니메이션에 의한 카메라의 움직임도 포함됩니다.
DT_AccessibilitySettings/Language_DisplayName	Language	언어
DT_AccessibilitySettings/SubtitleText_Options_Index3_Label	Large	크게
DT_AccessibilitySettings/LargerText_DisplayName	Larger Text Size	텍스트 크기 확대
DT_AccessibilitySettings/LoudAmbientSounds_DisplayName	Loud Ambient Sounds	큰 환경 소음
DT_AccessibilitySettings/SubtitleText_Options_Index2_Label	Medium	중간
DT_AccessibilitySettings/Misophonia_DisplayName	Misophonia	청각과민증
DT_AccessibilitySettings/ColorblindMode_Options_Index0_Label	Off	꺼짐
DT_AccessibilitySettings/ColorblindMode_Options_Index2_Label	Protanopia	적색맹
DT_AccessibilitySettings/ShortHoldInteraction_DisplayName	Shorter Hold Interaction	짧게 누르는 상호작용
DT_AccessibilitySettings/SubtitleText_Options_Index0_Label	Small	작게
DT_AccessibilitySettings/StaticInteractPrompt_DisplayName	Static Interact Prompt	고정된 상호작용 창
DT_AccessibilitySettings/SubtitleBackground_DisplayName	Subtitle Background	자막 배경
DT_AccessibilitySettings/SubtitleDirection_DisplayName	Subtitle Direction	소리 방향 자막
DT_AccessibilitySettings/SubtitleText_DisplayName	Subtitle Text Size	자막 글자 크기
DT_AccessibilitySettings/ShortHoldInteraction_DisplayDescription	This decreases the time the key has to be held for a hold-key interaction to complete.	상호작용이 완료될 때까지 누르고 있는 시간을 줄입니다.
DT_AccessibilitySettings/LargerText_DisplayDescription	This increases the size of text on terminals and a few other places, where possible. (This will not enlarge all text at this time.)	가능한 경우 단말기 및 기타 여러 곳의 글자 크기를 키웁니다. (현재 모든 텍스트가 커지는 아닙니다.)
DT_AccessibilitySettings/ToggleCrouch_DisplayDescription	This option allows Crouch to be pressed instead of held in order to activate it.	앉기 조작을 할 때 버튼을 누르고 있는 대신 전환하는 형태로 변경합니다.
DT_AccessibilitySettings/ToggleSprint_DisplayDescription	This option allows Sprint to be pressed instead of held in order to activate it.	달리기를 할 때 버튼을 누르고 있는 대신 전환하는 형태로 변경합니다.
DT_AccessibilitySettings/ToggleAim_DisplayDescription	This option allows Squinting/Aiming to be pressed instead of held in order to activate it.	조준/집중을 할 때 버튼을 누르고 있는 대신 전환하는 형태로 변경합니다.
DT_AccessibilitySettings/ToggleShield_DisplayDescription	This option allows blocking with a shield to be pressed instead of held in order to activate it.	방패로 막을 때 버튼을 누르고 있는 대신 전환하는 형태로 변경합니다.
DT_AccessibilitySettings/ToggleGear_DisplayDescription	This option allows certain special activated items to be pressed instead of held in order to activate them.	일부 사용할 수 있는 특수 아이템들을 조작 할 때 버튼을 누르고 있는 대신 전환하는 형태로 변경합니다.
DT_AccessibilitySettings/StaticInteractPrompt_DisplayDescription	This setting prevents the interaction prompt from moving around the screen or trying to stay lined up on the object.	이 설정은 상호작용 창이 화면에서 움직이거나 객체에 정렬을 유지하려는 것을 해제합니다.
DT_AccessibilitySettings/LoudAmbientSounds_DisplayDescription	This will allow loud ambient sounds to be randomly heard in the world. Turning this off will disable these sounds (screams, roars, etc.) but they may still play for other players in the game.	이 설정은 월드에서 무작위로 나오는 큰 환경 소리를 들을 수 있도록 합니다. 이 설정을 끄면 이러한 소리(비명, 포효 등)가 비활성화되지만, 게임 내 다른 플레이어에게 들릴 수 있습니다.
DT_AccessibilitySettings/ColorblindStrength_DisplayDescription	This will determine how strong to make the colorblind filter.	색각 보정 필터의 강도를 설정합니다.
DT_AccessibilitySettings/SubtitleText_DisplayDescription	This will determine the font size of subtitles. If you are having trouble reading the subtitles at their default size, increase this value.	자막의 글꼴 크기를 결정합니다. 기본 크기가 읽기 어렵다면 이 값을 더 크게 설정하세요.
DT_AccessibilitySettings/SubtitleBackground_DisplayDescription	This will determine the opacity of the background of subtitles. Setting this to zero will remove the background and may make subtitles more difficult to read.	자막의 배경 불투명도를 결정합니다. 0으로 설정하면 배경이 사라져 자막이 잘 보이지 않을 수 있습니다.
DT_AccessibilitySettings/Misophonia_DisplayDescription	This will disable certain sounds from occuring, such as chewing or slupring sounds as well as some sharp or high-pitched sounds. This may not encompass all uncomfortable sounds.	씹는 소리, 마시는 소리, 날카로운 소리, 그리고 고음 등 특정 소리를 들리지 않게 합니다. 모든 불쾌한 소리를 포함하는 것은 아닙니다.
DT_AccessibilitySettings/DialogSubtitles_DisplayDescription	This will display subtitles where possible, particularly focused on character dialog, but may not always encompass all potential dialog and enemy combat dialog.	자막을 표시합니다. 특히 캐릭터의 대사에 중점을 두지만, 모든 대화나 적의 전투 대사 등은 출력되지 않을 수 있습니다.
DT_AccessibilitySettings/SubtitleDirection_DisplayDescription	This will show a directional arrow indicating where the source of a sound is when a subtitle appears.	자막이 표시될 때 소리의 출처를 나타내는 화살표를 표시합니다.
DT_AccessibilitySettings/ColorblindMode_DisplayDescription	This will tint the screen to make certain colors more vivid or more distinct from one another, depending on your type of colorblindness.	색맹의 종류에 따라 특정 색을 더 선명하게, 또는 서로 다른 색을 더 돋보이게 화면에 색을 입힙니다.
DT_AccessibilitySettings/Arachnophobia_DisplayDescription	This will turn off certain spider-like elements of certain enemies.	일부 적들의 거미와 유사한 요소를 제거합니다.
DT_AccessibilitySettings/ToggleAim_DisplayName	Toggle Aiming	조준 토글
DT_AccessibilitySettings/ToggleCrouch_DisplayName	Toggle Crouch	앉기 토글
DT_AccessibilitySettings/ToggleShield_DisplayName	Toggle Shield Block	방패 막기 토글
DT_AccessibilitySettings/ToggleGear_DisplayName	Toggle Special Gear	특수 장비 사용 토글
DT_AccessibilitySettings/ToggleSprint_DisplayName	Toggle Sprint	달리기 토글
DT_AccessibilitySettings/ColorblindMode_Options_Index3_Label	Tritanopia	청색맹
DT_ArmorStandPose/pose_crossedarms_Pose Name	Crossed	팔짱
DT_ArmorStandPose/pose_fistup_Pose Name	Fist Up	주먹을 듦
DT_ArmorStandPose/pose_chinthink_Pose Name	Ponder	고뇌
DT_ArmorStandPose/pose_pounce_Pose Name	Pounce	도약
DT_ArmorStandPose/pose_idle_Pose Name	Standing	서있음
DT_ArmorStandPose/pose_default_Pose Name	T-Pose	T 포즈
DT_ArmorStandPose/pose_wave_Pose Name	Wave	손을 흔듦
DT_AudioSettings/AmbientVolume_DisplayName	Ambient Volume	환경음 음량
DT_AudioSettings/FootstepsVolume_DisplayName	Footsteps Volume	발소리 음량
DT_AudioSettings/MasterVolume_DisplayName	Master Volume	전체 음량
DT_AudioSettings/MicrophoneLoopback_DisplayName	Microphone Loopback	마이크 루프백
DT_AudioSettings/MicrophoneVolume_DisplayName	Microphone Volume	마이크 음량
DT_AudioSettings/MusicVolume_DisplayName	Music Volume	노래 음량
DT_AudioSettings/NPCDialogVolume_DisplayName	NPC Dialog Volume	NPC 대화 음량
DT_AudioSettings/PagerVolume_DisplayName	Pager Volume	호출기 음량
DT_AudioSettings/PlayerDialogVolume_DisplayName	Player Dialog Volume	플레이어 대화 음량
DT_AudioSettings/SFXVolume_DisplayName	SFX Volume	SFX 음량
DT_AudioSettings/PushToTalkEnabled_DisplayDescription	This determines if you have to hold down a key in order to send your voice to other players. Leaving this off will mean you have an open microphone and anything you say could be heard by other players in the game.	이 설정은 음성 채팅을 위해 키를 눌러야 하는지 결정합니다. 이 옵션을 끄면 마이크가 항상 켜져있어 무엇을 말하든 다른 플레이어는 들을 수 있게 됩니다.
DT_AudioSettings/MicrophoneVolume_DisplayDescription	This will determine how loud your volume is. If other players are telling you that you're too loud or too quiet, adjust this value.	이 설정은 당신의 음량을 조절합니다. 다른 플레이어들이 당신의 음량이 너무 크거나 작다고 말한다면, 이 값을 조정하세요.
DT_AudioSettings/MasterVolume_DisplayDescription	This will determine overall volume of sounds in the game. This will affect every other sound effect channel, overall.	이 설정은 게임 내 모든 소리의 전체 음량을 결정합니다. 다른 모든 소리 채널에 영향을 미칩니다.
DT_AudioSettings/FootstepsVolume_DisplayDescription	This will determine the sound of footsteps in the game. This includes player and enemy footsteps.	이 설정은 게임 내 발소리의 음량을 조절합니다. 플레이어와 적 모두의 발소리가 포함됩니다.
DT_AudioSettings/VOIPVolume_DisplayDescription	This will determine the sound volume of other players microphones. If other players are generally too quiet or too loud, you'll want to adjust this slider.	이 설정은 다른 플레이어들의 마이크 음량을 조절합니다. 다른 플레이어들의 목소리가 전반적으로 너무 작거나 크다면, 이 슬라이더를 조정하세요.
DT_AudioSettings/NPCDialogVolume_DisplayDescription	This will determine the volume of NPC dialog, such as when a friendly NPC is telling you a tale.	이 설정은 NPC 대화 음량을 조절합니다. 예를 들어, 우호적인 NPC가 이야기할 때가 해당됩니다.
