DT_BuffsDebuffs/Buff_LightFooted_DisplayName	Lightfooted	가벼운 발걸음
DT_BuffsDebuffs/Buff_LivingOffLand_DisplayName	Living Off the Land	귀농생활
DT_BuffsDebuffs/Buff_LuckyFishingHat_DisplayName	Lucky Fishing Hat	행운의 낚시 모자
DT_BuffsDebuffs/Debuff_SuddenPoop_TooltipText_Apply	May cause you to void your bowels.	장을 비우게 될 수도 있음.
DT_BuffsDebuffs/Buff_MediShroom_DisplayName	Medi-Shroom	약용버섯
DT_BuffsDebuffs/Buff_MedicHelmet_DisplayName	Medic	의무병
DT_BuffsDebuffs/Buff_MegaAnte_DisplayName	Mega-Ante	안테버스 기운
DT_BuffsDebuffs/Buff_MushroomHelmet_DisplayDescription	Memories of the Mycofields dance in your head. Healing increased while sitting.	균류지의 기억이 머릿속에서 춤추고 있습니다. 앉아 있을 때 체력 회복이 증가합니다.
DT_BuffsDebuffs/Buff_MetabolicField_DisplayName	Metabolic Temporal Field	신진대사 억제장
DT_BuffsDebuffs/Debuff_Hot_Reduced_DisplayName	Mild Heat	약간 더움
DT_BuffsDebuffs/Debuff_Cold_Reduced_DisplayName	Mildly Cold	약간 추움
DT_BuffsDebuffs/Debuff_Hypothermia_Reduced_T1_DisplayName	Moderate Hypothermia	일반 저체온중
DT_BuffsDebuffs/Buff_ThreatDetection_Half_DisplayName	Motion Sensor	동작 감지기
DT_BuffsDebuffs/Buff_StandGround_DisplayName	Mountaineer	등반가
DT_BuffsDebuffs/Buff_MegaAnte_TooltipText_Apply	Move faster, feel stronger.	더 빨리, 더 강하게.
DT_BuffsDebuffs/Buff_MushroomHelmet_DisplayName	Mycofield Dream	균류지의 꿈
DT_BuffsDebuffs/Buff_Caffeinated_TooltipText_Remove	Neutralizes the effects of caffeine.	카페인의 효과를 중화시킴.
DT_BuffsDebuffs/buff_nightpass_DisplayName	Night Pass	야간 통행권
DT_BuffsDebuffs/Buff_Nightlord_DisplayName	Nightlord	밤군주
DT_BuffsDebuffs/Debuff_HeavyLoad3_DisplayName	Overencumbered	심각한 과적
DT_BuffsDebuffs/Debuff_Parched_DisplayName	Parched	탈수증
DT_BuffsDebuffs/Debuff_Peckish_DisplayName	Peckish	허기짐
DT_BuffsDebuffs/Buff_SplatterReduction_TooltipText_Apply	Prevents the buildup of blood and other liquids on the wearer.	착용자는 피 또는 기타 액체가 튀지 않음.
DT_BuffsDebuffs/Buff_Carapace_Half_DisplayName	Prickly	고슴도치
DT_BuffsDebuffs/Buff_LightFooted_TooltipText_Apply	Puts a spring in your step.	발걸음이 가벼워짐.
DT_BuffsDebuffs/Buff_CarbuncleCrest_DisplayName	Queen of Carbuncles	카벙클 여왕
DT_BuffsDebuffs/Buff_QuickReflexes_DisplayName	Quick Reflexes	빠른 반사신경
DT_BuffsDebuffs/Buff_Radpills_DisplayName	Rad Resistant	방사선 저항
DT_BuffsDebuffs/Debuff_RadiationSickness_DisplayName	Radiation Sickness	방사선 장애
DT_BuffsDebuffs/Debuff_RadiationTingle_DisplayName	Radiation Tingle	방사선 노출
DT_BuffsDebuffs/Buff_RadioPack_DisplayName	Radio Pack	무전 가방
DT_BuffsDebuffs/Buff_Radpills_TooltipText_Apply	Reduces incoming radiation.	방사선 노출 감소
DT_BuffsDebuffs/Buff_ResearchPack_TooltipText_Apply	Reduces radioactive output of inventory items.	인벤토리 내 아이템 방사선 감소
DT_BuffsDebuffs/Buff_ResearchPack_DisplayName	Research Pack	연구 가방
DT_BuffsDebuffs/Buff_Resting_DisplayName	Resting	휴식 중
DT_BuffsDebuffs/Buff_FloorResting_DisplayName	Resting Poorly	불편한 휴식
DT_BuffsDebuffs/Buff_RiseAbove_DisplayName	Rise Above	날아오르라
DT_BuffsDebuffs/Debuff_SevereBleeding_DisplayName	Severe Bleeding	과다 출혈
DT_BuffsDebuffs/Debuff_Hypothermia_DisplayName	Severe Hypothermia	심각한 저체온증
DT_BuffsDebuffs/Buff_Shrinkray_DisplayName	Shrunk!	쪼그라듦!
DT_BuffsDebuffs/Debuff_Sick_DisplayName	Sick	질병
DT_BuffsDebuffs/Buff_Sleeping_DisplayName	Sleeping	수면 중
DT_BuffsDebuffs/Debuff_Sleepy_DisplayName	Sleepy	졸림
DT_BuffsDebuffs/Buff_FleshyTemptation_TooltipText_Apply	Slightly reduces damage but draws attention from an unwanted guest.	약간의 피해 감소가 생기고, 불청객의 관심을 끎.
DT_BuffsDebuffs/Buff_SouperSatisfied_TooltipText_Apply	Slows hunger for a time.	배고픔을 덜 느끼게 됨.
DT_BuffsDebuffs/Debuff_ColdPresence_DisplayDescription	Something is near...	무언가가 가까이 있습니다...
DT_BuffsDebuffs/Debuff_ReaperTeleport_DisplayDescription	Something traumatic has occurred, leaving you disorientated.	어떤 충격적인 사건에 의해 정신이 혼란스럽습니다.
DT_BuffsDebuffs/Debuff_SoreNeck_DisplayName	Sore Neck	뻐근함
DT_BuffsDebuffs/Buff_SouperSatisfied_DisplayName	Souper Satisfied	만족스러운 수프
DT_BuffsDebuffs/Buff_SplatterReduction_DisplayName	Splatter Guard	앞치마
DT_BuffsDebuffs/Buff_SplintedLeg_DisplayName	Splinted Limb	부목
DT_BuffsDebuffs/Debuff_Spores_DisplayName	Spore Infection	포자 감염
DT_BuffsDebuffs/Debuff_LegSprain_DisplayName	Sprained Ankle	발목 염좌
DT_BuffsDebuffs/Debuff_ArmSprain_DisplayName	Sprained Wrist	손목 염좌
DT_BuffsDebuffs/Buff_SugarHigh_DisplayDescription	Stamina drains slower, but you get tired more easily and have to use the bathroom more frequently.	기력이 천천히 감소하지만, 피로도가 쉽게 증가하고, 화장실에 더 자주 가야 합니다.
DT_BuffsDebuffs/Buff_Nightlord_DisplayDescription	Stand tall.	군림하라.
DT_BuffsDebuffs/Debuff_Starving_DisplayName	Starving	굶주림
DT_BuffsDebuffs/Buff_SteamPowered_DisplayName	Steam Powered	증기 엔진
DT_BuffsDebuffs/Debuff_Stinky_DisplayName	Stinky	악취
DT_BuffsDebuffs/Debuff_ZombieVirus_DisplayName	Strange Virus	이상한 바이러스
DT_BuffsDebuffs/Debuff_StuffySuit_DisplayName	Stuffy Suit	답답한 복장
DT_BuffsDebuffs/Buff_SugarHigh_DisplayName	Sugar High	혈당 스파이크
DT_BuffsDebuffs/Debuff_HeatStroke_Resisted_DisplayName	Sweaty (Heatstroke Resisted)	후끈함 (열사병 저항 상태)
DT_BuffsDebuffs/Buff_SweetTooth_DisplayName	Sweet Tooth	디저트 중독
DT_BuffsDebuffs/Buff_MaestroSet_DisplayName	Symphony of String	현의 교향곡
DT_BuffsDebuffs/Buff_Seat_Tacklebox_DisplayName	Tacklebox	낚시 상자
DT_BuffsDebuffs/Buff_FleshyTemptation_DisplayName	Temptation of the Flesh	육체의 유혹
DT_BuffsDebuffs/Buff_Dioxohealer_DisplayDescription	The Dioxohealer on the nearby bench is working on your injuries.	근처 다이옥소 치료기가 부상을 치료하고 있습니다.
DT_BuffsDebuffs/Buff_ForgeSet_DisplayName	The Resistance	저항
DT_BuffsDebuffs/Buff_SyringeHeal_DisplayDescription	The healing salve is working its way through your system.	치료 약물이 체내에 퍼지고 있습니다.
DT_BuffsDebuffs/Debuff_HeatStroke_Resisted_DisplayDescription	The heat is uncomfortable, but you're alive.	불편할 정도의 열기이지만, 버티고 있습니다.
DT_BuffsDebuffs/Buff_GravityCube_TooltipText_Apply	The holder may experience gravitational anomalies.	보유자는 중력 이상현상을 경험할 수 있음.
DT_BuffsDebuffs/Buff_CarbuncleCrest_TooltipText_Apply	The wearer becomes immune to the tenacious effects of the Carbuncle.	착용자는 카벙클 촉수의 영향으로부터 면역이 됨.
DT_BuffsDebuffs/Buff_CarbuncleCrown_TooltipText_Apply	The wearer becomes immune to the tenacious effects of the Carbuncle.	착용자는 카벙클 촉수의 영향으로부터 면역이 됨.
DT_BuffsDebuffs/Buff_LuckyFishingHat_TooltipText_Apply	The wearer gains more Fishing XP per catch and has an increased chance to catch rare fish.	착용자는 낚시할 때마다 얻는 경험치 증가 및 희귀한 물고기를 잡을 확률이 증가함.
DT_BuffsDebuffs/Buff_FogLantern_FishBait_TooltipText_Apply	The wearer's stamina is greatly enhanced while immersed in Fog and the lantern lures the Chordfish.	안개 속에서 착용자의 기력이 크게 향상되며, 랜턴이 피리 물고기를 유인함.
DT_BuffsDebuffs/buff_nightpass_TooltipText_Apply	The wielder of a Night Pass is ignored by GATE security systems.	야간 통행권의 주인은 GATE 보안 시스템의 간섭을 받지 않는다.
DT_BuffsDebuffs/Buff_Carapace_DisplayName	Thorns	가시
DT_BuffsDebuffs/Buff_ThreatDetection_DisplayName	Threat Sensor	위협 감지기
DT_BuffsDebuffs/Debuff_Tired_DisplayName	Tired	피로함
DT_BuffsDebuffs/Debuff_Hot_Resisted_DisplayName	Toasty (Hot Resisted)	따뜻함 (더움 저항 상태)
DT_BuffsDebuffs/Buff_ToastyTummy_DisplayName	Toasty Tummy	따뜻한 배
DT_BuffsDebuffs/Buff_Toilet_DisplayName	Toilet	화장실
DT_BuffsDebuffs/Debuff_SuddenPoop_DisplayName	Toilet Emergency	화장실 비상사태
DT_BuffsDebuffs/Debuff_ToiletSoon_DisplayName	Toilet Required	화장실 필요
DT_BuffsDebuffs/Debuff_ToiletTime_DisplayName	Toilet Time	화장실 시간
DT_BuffsDebuffs/Buff_FogCaller_TooltipText_Apply	Triggers a foggy weather event, eventually, if the conditions are right.	조건이 맞으면, 안개 낀 기상 상황을 형성함.
DT_BuffsDebuffs/Buff_Kylie_DisplayDescription	Two consciousnesses are better than one.	혼자보단 둘이 낫습니다.
DT_BuffsDebuffs/Buff_SweetTooth_TooltipText_Apply	Vending Machines become your best source of food.	자판기가 최고의 식량 공급원이 됨.
DT_BuffsDebuffs/Debuff_Hungry_DisplayName	Very Hungry	아주 배고픔
DT_BuffsDebuffs/Debuff_Thirsty_DisplayName	Very Thirsty	매우 목마름
DT_BuffsDebuffs/Debuff_Warm_DisplayName	Warm	더움
DT_BuffsDebuffs/Buff_MedicHelmet_TooltipText_Apply	Wearer becomes adept at reviving allies.	착용자는 동료를 소생시키는 데 능숙해짐.
DT_BuffsDebuffs/Buff_FireProximitySuit_TooltipText_Apply	Wearer cannot be ignited by fire or extreme heat.	착용자는 강한 열 또는 화재로부터 불이 붙지 않음.
DT_BuffsDebuffs/Buff_AirtightSeal_TooltipText_Apply	Wearer is immune to spores and other airborne viruses.	착용자는 포자와 바이러스에 면역이 됨.
DT_BuffsDebuffs/Buff_Faceshield_TooltipText_Apply	Wearer receive less spatter from blood and liquids.	피와 다른 액체에 노출되는 양이 감소함.
DT_BuffsDebuffs/Debuff_HeavyArmorWorn_DisplayName	Weighed Down	부담스러움
DT_BuffsDebuffs/Buff_WellFed_DisplayName	Well Fed	잘 먹음
DT_BuffsDebuffs/Buff_HardHat_TooltipText_Apply	When worn, gain Construction XP faster.	착용 시, 건설 경험치 획득량 증가함.
DT_BuffsDebuffs/Buff_Devoted_TooltipText_Apply	When worn, grants more XP for Accuracy and Reloading.	착용 시, 정확도 및 재장전 경험치 획득 증가.
DT_BuffsDebuffs/Debuff_Sick_TooltipText_Apply	Will cause sickness and vomiting.	질병과 구토를 유발함.
DT_BuffsDebuffs/Debuff_SuddenPoop_DisplayDescription	You REALLY need to find a toilet.	용변이 "정말로" 급하다.
DT_BuffsDebuffs/Buff_CrystalSet_DisplayDescription	You activate a camoflage when moving slowly and when holding still.	천천히 움직이거나 가만히 있을 때 위장 상태가 됩니다.
DT_BuffsDebuffs/Buff_HealingSuitcase_DisplayDescription	You are being healed by a nearby suitcase.	근처 치료 가방의 효과로 치료중입니다.
DT_BuffsDebuffs/Buff_Devoted_DisplayDescription	You are devoted to a singular cause. Accuracy and Reloading XP gain increased by 10%.	한 가지 목적에만 전념합니다. 정확도와 재장전 경험치 획득이 10% 증가합니다.
DT_BuffsDebuffs/Buff_AftercareHeal_DisplayDescription	You are recovering quickly.	빠르게 회복하고 있습니다.
DT_BuffsDebuffs/Buff_CrystalSet_Half_DisplayDescription	You are twice as hard to detect when moving slowly and when holding still.	천천히 움직이거나 가만히 있을 때 발각될 위험이 2배 감소합니다.
DT_BuffsDebuffs/Buff_ToastyTummy_DisplayDescription	You can better tolerate cold temperatures for a while.	추운 기온을 더 잘 견딜 수 있습니다.
DT_BuffsDebuffs/Buff_BrainFreeze_DisplayDescription	You can better tolerate warm temperatures for a while.	더운 온도에서 더 오래 버팁니다.
DT_BuffsDebuffs/Buff_FireSale_DisplayDescription	You can carry more weight for a while and can't become fully encumbered.	한동안 소지 무게 제한이 증가하고, 완전히 느려지지 않습니다.
DT_BuffsDebuffs/Buff_FireSale_NoExp_DisplayDescription	You can carry more weight for a while and can't become fully encumbered.	한동안 소지 무게 제한이 증가하고, 완전히 느려지지 않습니다.
DT_BuffsDebuffs/Buff_BreacherHelmet_DisplayDescription	You can deflect the occasional headshot.	간혹 머리에 날아드는 총알을 튕겨냅니다.
DT_BuffsDebuffs/Buff_ThreatDetection_DisplayDescription	You can detect all nearby enemies.	주변의 모든 적을 감지할 수 있습니다.
DT_BuffsDebuffs/Buff_ThreatDetection_Half_DisplayDescription	You can detect nearby enemies who are in combat.	주변의 전투 중인 적을 감지할 수 있습니다.
DT_BuffsDebuffs/Buff_StandGround_DisplayDescription	You can no longer be knocked around by most physics interactions. Jump pads excluded.	대부분의 물리 상호작용에 의해 밀려나지 않습니다. 점프 패드는 예외입니다.
DT_BuffsDebuffs/Buff_GrainVision_DisplayDescription	You can see clearly underwater.	물 속을 선명하게 봅니다.
DT_BuffsDebuffs/Buff_Biometric_t2_DisplayDescription	You can use advanced weapons that are locked by biometric mechanisms.	생체 인식 기능으로 잠긴 고급 무기를 사용할 수 있습니다.
DT_BuffsDebuffs/Buff_Biometric_DisplayDescription	You can use weapons that are locked by some kind of biometric mechanism.	생체 인식 기능으로 잠긴 무기를 사용할 수 있습니다.
DT_BuffsDebuffs/Debuff_LastLeg_DisplayDescription	You can't be revived by someone else if you die. Sleep to mend this.	죽으면 다른 사람이 소생시켜 줄 수 없습니다. 잠을 자서 상태를 회복하세요.
DT_BuffsDebuffs/Buff_FireProximitySuit_DisplayDescription	You cannot be ignited by fire or extreme heat.	강한 열 또는 화재로 인해 불이 붙지 않습니다.
DT_BuffsDebuffs/Debuff_Poisoned_DisplayDescription	You consumed something deadly. It's only a matter of time.	치명적인 무언가를 먹었습니다. 당신은 이제 죽은 목숨입니다.
DT_BuffsDebuffs/Buff_FasterCorpseGib_DisplayDescription	You cut up corpses a bit faster.	토막내는 속도가 조금 빨라집니다.
DT_BuffsDebuffs/Debuff_Sick_DisplayDescription	You don't feel so good...	몸이 좋지 않습니다...
DT_BuffsDebuffs/Buff_SplatterReduction_DisplayDescription	You don't receive any spatter from liquids, such as blood.	피와 같은 액체가 튀는 걸 완전히 방지합니다.
DT_BuffsDebuffs/Buff_NoHunger_DisplayDescription	You feel energized.	에너지가 넘쳐흐르는 느낌입니다.
DT_BuffsDebuffs/Buff_MaestroSet_DisplayDescription	You feel lighter than normal, and you bring a bit of Anteverse I everywhere you go.	평소보다 몸이 가볍습니다. 안테버스 I의 일부가 당신과 함께합니다.
DT_BuffsDebuffs/Buff_NoThirst_DisplayDescription	You feel refreshed.	상쾌한 기분입니다.
DT_BuffsDebuffs/Buff_QuickReflexes_DisplayDescription	You gain Accuracy and Reloading XP more quickly.	정확도와 재장전 경험치 획득량이 증가합니다.
DT_BuffsDebuffs/Buff_BigBrain_DisplayDescription	You gain Crafting and Construction XP at a faster rate.	제작 및 건설 경험치를 획득량이 증가합니다.
DT_BuffsDebuffs/Buff_HardHat_DisplayDescription	You gain extra Construction XP.	추가 건설 경험치를 얻습니다.
DT_BuffsDebuffs/Buff_BrainDrain_DisplayDescription	Experience gain... increased?	경험치 획득량이... 증가했을지도?
DT_BuffsDebuffs/Buff_LuckyFishingHat_DisplayDescription	You gain more XP per catch and have a higher chance to catch a rare fish.	낚시할 때마다 얻는 경험치가 증가하고, 희귀한 물고기를 잡을 확률이 증가합니다.
DT_BuffsDebuffs/Buff_SweetTooth_DisplayDescription	You gain more sustenance from vending machine items.	자판기 음식이 주는 영양소가 증가합니다.
DT_BuffsDebuffs/Debuff_StuffySuit_DisplayDescription	You get much thirstier than normal and your movement is slowed.	갈증을 더 빨리 느끼고, 움직임이 느려집니다.
DT_BuffsDebuffs/Debuff_Concussion_DisplayDescription	You have a minor concussion.	가벼운 뇌진탕을 겪고 있습니다.
DT_BuffsDebuffs/Buff_Hydrated_DisplayDescription	You have plenty of fluids inside of you.	체내에 수분이 충분합니다.
DT_BuffsDebuffs/Buff_MegaAnte_DisplayDescription	You move faster and temporarily gain more strength.	일시적으로 이동속도와 힘 경험치 획득량이 증가합니다.
DT_BuffsDebuffs/Buff_SteamPowered_DisplayDescription	You move faster for a while, thanks to the power of steam.	증기의 힘 덕분에 잠시 동안 이동 속도가 빨라집니다.
DT_BuffsDebuffs/buff_ordertrinket_DisplayDescription	You move faster in combat, and your foes drop more ammo when killed.	전투 중 이동속도가 증가하고, 적을 죽이면 추가 탄약을 떨어뜨립니다.
DT_BuffsDebuffs/buff_ordertrinket_TooltipText_Apply	You move faster in combat, and your foes drop more ammo when killed.	전투 중 이동속도가 증가하고, 적을 죽이면 추가 탄약을 떨어뜨림.
DT_BuffsDebuffs/Buff_BionicLegs_DisplayDescription	You move much faster and can't break leg bones from falls.	이동 속도가 훨씬 증가하고, 추락으로 다리가 부러지지 않습니다.
DT_BuffsDebuffs/Debuff_HeavyLoad3_DisplayDescription	You need to drop some loot.	배낭의 짐을 덜어야 합니다.
DT_BuffsDebuffs/Debuff_ToiletTime_DisplayDescription	You need to find a toilet.	화장실을 찾아야 한다.
DT_BuffsDebuffs/Debuff_ToiletSoon_DisplayDescription	You need to relieve yourself soon.	용변이 급하다.
DT_BuffsDebuffs/Debuff_Drowning_DisplayDescription	You need to surface for air!	수면위로 올라가야 합니다!
DT_BuffsDebuffs/Buff_HoldLine_DisplayDescription	You no longer lose any stamina when blocking.	방어할 때 기력이 소모되지 않습니다.
DT_BuffsDebuffs/Buff_HoldLine_Half_DisplayDescription	You only lose half the normal stamina when blocking a hit.	방어할 때 기력이 절반만 소모됩니다.
DT_BuffsDebuffs/Buff_Faceshield_DisplayDescription	You receive 50% less spatter from liquids, such as blood.	피와 같은 액체가 튀는 걸 50% 방지합니다.
DT_BuffsDebuffs/Buff_HazmatSuit_DisplayDescription	You receive 90% less radiation.	방사선 노출이 90% 감소합니다.
DT_BuffsDebuffs/Buff_LeadVest_DisplayDescription	You receive less radiation.	방사선에 노출되는 양이 감소합니다.
DT_BuffsDebuffs/Buff_FleshyTemptation_DisplayDescription	You resist a bit of damage, but are more alluring to IS-0091.	약간의 피해 저항이 생기지만, IS-0091을 더 잘 끌어들입니다.
DT_BuffsDebuffs/Buff_FleshyTemptation_T2_DisplayDescription	You resist a lot of damage, but are more alluring to IS-0091.	많은 피해 저항이 생기지만, IS-0091을 더 잘 끌어들입니다.
DT_BuffsDebuffs/Buff_MedicHelmet_DisplayDescription	You revive allies more quickly.	동료 소생이 빨라집니다.
DT_BuffsDebuffs/Debuff_SoreNeck_DisplayDescription	You slept somewhere uncomfortable.	잠자리가 불편했습니다.
DT_BuffsDebuffs/Debuff_Stinky_DisplayDescription	You smell disgusting. This might attract unwanted attention and spread disease.	악취를 풍깁니다. 불필요한 주의를 끌고, 질병을 퍼뜨릴 수도 있습니다.
DT_BuffsDebuffs/Buff_LabRatSet_DisplayDescription	You went full rat.	당신은 이제 쥐입니다.
DT_BuffsDebuffs/Debuff_Groggy_DisplayDescription	You woke abruptly from deep sleep.	깊은 잠에서 갑자기 깨어났습니다.
DT_BuffsDebuffs/Debuff_Bloodsoaked_DisplayDescription	You're absolutely filthy. You could get sick more easily.	엄청나게 더러운 상태입니다. 질병에 걸리기 더 쉬워집니다.
DT_BuffsDebuffs/Debuff_CannibalCurse_DisplayDescription	You're addicted to human flesh. Your sanity is ... iffy.	인간의 살점에 중독되어 있습니다. 당신의 정신상태는... 의심스럽군요.
DT_BuffsDebuffs/Buff_Sleeping_DisplayDescription	You're asleep, obviously.	당신은 잠들어 있습니다. 보시다시피요.
DT_BuffsDebuffs/Buff_MakeshiftSet_Half_DisplayDescription	You're beginning to carry your team's burden. Increased weight capacity by 10.	당신은 동료들의 부담을 덜어주기 시작했습니다. 무게 제한이 10 증가합니다.
DT_BuffsDebuffs/Debuff_Bleeding_DisplayDescription	You're bleeding from a wound.	상처에서 피를 흘리고 있습니다.
DT_BuffsDebuffs/Debuff_SevereBleeding_DisplayDescription	You're bleeding heavily from a wound.	상처에서 피를 심하게 흘리고 있습니다.
DT_BuffsDebuffs/Debuff_HeatStroke_DisplayDescription	You're burning up.	열이 펄펄 끓습니다.
DT_BuffsDebuffs/Debuff_HeatStroke_Reduced_T1_DisplayDescription	You're burning up.	열이 펄펄 끓습니다.
DT_BuffsDebuffs/Debuff_HeavyLoad1_DisplayDescription	You're carrying a lot of stuff.	배낭에 짐이 많습니다.
DT_BuffsDebuffs/Debuff_HeavyLoad2_DisplayDescription	You're carrying too much stuff.	배낭에 짐이 너무 많습니다.
DT_BuffsDebuffs/Debuff_Cold_Reduced_DisplayDescription	You're cold, but not as cold as you could be.	춥습니다. 하지만 못 견딜 정도는 아닙니다.
DT_BuffsDebuffs/Buff_Resting_DisplayDescription	You're currently resting slowly, and only partially.	현재 천천히, 그리고 부분적으로만 휴식 중입니다.
DT_BuffsDebuffs/Buff_FloorResting_DisplayDescription	You're currently resting, but only enough to stave off exhaustion.	휴식을 취하고는 있지만, 피로를 잠깐 쫓는 수준입니다.
DT_BuffsDebuffs/Buff_Toilet_DisplayDescription	You're currently using the toilet.	현재 화장실을 사용하고 있습니다.
DT_BuffsDebuffs/Debuff_Starving_DisplayDescription	You're dying from hunger. You need food immediately.	배가 고파 죽어갑니다. 즉시 음식을 먹어야 합니다.
DT_BuffsDebuffs/Debuff_Parched_DisplayDescription	You're dying from thirst. You need water desperately.	목이 말라서 죽어갑니다. 물이 절박하게 필요합니다.
DT_BuffsDebuffs/Debuff_Hungry_DisplayDescription	You're experiencing severe stomach pangs. You must eat soon.	심한 배고픔을 느끼고 있습니다. 먹을 것이 필요합니다.
DT_BuffsDebuffs/Debuff_Peckish_DisplayDescription	You're fairly hungry.	다소 배고픕니다.
DT_BuffsDebuffs/Debuff_Sleepy_DisplayDescription	You're feeling a bit punchy and need to rest soon.	힘이 빠지고, 곧 휴식이 필요합니다.
DT_BuffsDebuffs/Debuff_Tired_DisplayDescription	You're feeling a bit worn out.	약간 피곤합니다.
DT_BuffsDebuffs/Debuff_Hot_DisplayDescription	You're feeling rather hot.	꽤나 덥습니다.
DT_BuffsDebuffs/Debuff_Hypothermia_DisplayDescription	You're freezing.	얼어붙고 있습니다.
DT_BuffsDebuffs/Debuff_Hypothermia_Reduced_T1_DisplayDescription	You're freezing.	얼어붙고 있습니다.
DT_BuffsDebuffs/Buff_Caffeinated_DisplayDescription	You're highly energized, with some drawbacks...	약간의 부작용이 있긴 하지만, 에너지는 넘칩니다.
DT_BuffsDebuffs/Debuff_Hot_Reduced_DisplayDescription	You're hot, but not as hot as you could be.	덥긴 하지만, 못 견딜 정도는 아닙니다.
DT_BuffsDebuffs/Buff_AirtightSeal_DisplayDescription	You're immune to spores and other airborne viruses.	포자와 바이러스에 면역입니다.
DT_BuffsDebuffs/Buff_Home_DisplayDescription	You're in a safe place, relatively speaking.	당신은 안전합니다. 비교적 말이죠.
DT_BuffsDebuffs/Debuff_Hypothermia_Reduced_T2_DisplayDescription	You're just on the verge of freezing.	얼어붙기 직전입니다.
DT_BuffsDebuffs/Debuff_HeatStroke_Reduced_T2_DisplayDescription	You're just on the verge of heat exhaustion.	열사병에 걸리기 직전입니다.
DT_BuffsDebuffs/Debuff_Thirsty_DisplayDescription	You're nearing dehydration. Drink water soon!	탈수증에 걸릴 지경입니다. 어서 물을 마시세요!
DT_BuffsDebuffs/Debuff_Exhausted_DisplayDescription	You're totally worn out. You'll die if you don't rest soon.	완전히 지쳤습니다. 쉬지 않으면 사망에 이를 것입니다.
DT_BuffsDebuffs/Debuff_Chilly_DisplayDescription	You're uncomfortably chilly.	불편할 정도로 서늘합니다.
DT_BuffsDebuffs/Debuff_Warm_DisplayDescription	You're uncomfortably warm.	불쾌할 정도로 덥습니다.
DT_BuffsDebuffs/Debuff_Cold_DisplayDescription	You're very cold.	추위에 몸이 떨립니다.
DT_BuffsDebuffs/Debuff_HeavyArmorWorn_DisplayDescription	You're wearing very heavy armor, which will make you strong, but also slow.	아주 무거운 방어구를 입고 있습니다. 강해지긴 하겠지만, 움직임은 느려질 것입니다.
DT_BuffsDebuffs/Buff_Copacetic_DisplayDescription	You're well fed, hydrated and in your element. You lose 10% less stamina and you heal faster.	잘 먹고, 수분도 충분하며, 최고의 컨디션입니다. 기력이 10% 덜 감소하며, 회복이 빨라집니다.
DT_BuffsDebuffs/Debuff_RadiationSickness_DisplayDescription	You've been exposed to a lot of radiation.	다량의 방사선에 노출되었습니다.
DT_BuffsDebuffs/Debuff_Irradiated_DisplayDescription	You've been exposed to extreme amounts of radiation.	극심한 수준의 방사선에 노출되었습니다.
DT_BuffsDebuffs/Debuff_RadiationTingle_DisplayDescription	You've been exposed to radiation and feel a bit nauseous.	방사선에 노출되어 살짝 메스껍습니다.
DT_BuffsDebuffs/Debuff_3rdTimesCharm_DisplayDescription	You've been given an extra chance by a skilled medic.	실력 있는 의술 덕에 다시 한번 기회를 얻었습니다.
DT_BuffsDebuffs/Buff_Shrinkray_DisplayDescription	You've been minimized!	크기가 작아졌습니다!
DT_BuffsDebuffs/Debuff_LegBroken_DisplayDescription	You've broken your leg.	다리가 부러졌습니다.
DT_BuffsDebuffs/Buff_FogCaller_DisplayDescription	You've called in the fog. It may arrive, if the conditions are right...	안개를 불렀습니다. 조건만 맞는다면, 도착할 것입니다.
DT_BuffsDebuffs/Debuff_ArmFracture_DisplayDescription	You've fractured a bone in your arm.	팔에 금이 갔습니다.
DT_BuffsDebuffs/Debuff_LegFracture_DisplayDescription	You've fractured a bone in your leg.	다리에 금이 갔습니다.
DT_BuffsDebuffs/Debuff_LegSprain_DisplayDescription	You've hurt your leg, but not too badly.	다리를 다쳤지만, 심하진 않습니다.
DT_BuffsDebuffs/Buff_MakeshiftSet_DisplayDescription	You've often carried the weight of your team. Increased weight capacity by 30.	당신은 동료들의 짐을 덜어주는 중요한 인재입니다. 무게 제한이 30 증가합니다.
DT_BuffsDebuffs/Debuff_Spores_DisplayDescription	You've picked up a nasty lung infection...	끔찍한 호흡기 감염에 걸렸습니다.
DT_BuffsDebuffs/Buff_LivingOffLand_DisplayDescription	You've recently had a soup full of healthy stuff! Your Agriculture XP gain is increased for awhile.	건강한 재료가 가득한 수프를 먹었습니다! 당분간 농업 경험치 획득량이 증가합니다.
DT_BuffsDebuffs/Buff_HeightenedSenses_DisplayDescription	You've recently had a soup that has honed your reflexes! Your Blunt and Sharp Melee XP will increase at a faster rate for awhile.	반사신경이 향상되는 수프를 먹었습니다! 당분간 둔기와 날붙이의 경험치가 더 빠르게 증가합니다.
DT_BuffsDebuffs/Buff_SouperSatisfied_DisplayDescription	You've recently had some delicious soup! Your thirst and hunger have been slowed, for a time.	맛있는 수프를 먹었습니다! 잠시동안 배고픔과 갈증을 덜 느낍니다.
DT_BuffsDebuffs/Buff_LightFooted_DisplayDescription	You've recently had some soup that put a spring in your step! Sprinting and Sneaking XP gain increased for awhile.	발걸음이 가벼워지는 수프를 먹었습니다! 일시적으로 달리기와 은신 경험치 획득량이 증가합니다.
DT_BuffsDebuffs/Debuff_ArmSprain_DisplayDescription	You've sprained your wrist.	손목을 삐었습니다.
