AbioticFactor/Content/Blueprints/Environment/Special/MapPamphletBox_BP.uasset	783Bh		TAKE A MAP	지도 얻기
AbioticFactor/Content/Maps/Facility_Office1.umap	5008712		DATA FARM	데이터 저장소
AbioticFactor/Content/Maps/Facility_Office1.umap	5008844		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Office1.umap	5008980		SERVER ROOM 01	서버실 01
AbioticFactor/Content/Maps/Facility_Office1.umap	5009117		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Office1.umap	5009253		CAFETERIA	구내식당
AbioticFactor/Content/Maps/Facility_Office1.umap	5009385		MANUFACTURING	제조 구역
AbioticFactor/Content/Maps/Facility_Office1.umap	5009521		LOWER ACCESS	저층 접근로
AbioticFactor/Content/Maps/Facility_Office1.umap	5009656		MANUFACTURING	제조 구역
AbioticFactor/Content/Maps/Facility_Office1.umap	5009792		LIFT ACCESS	승강기 접근로
AbioticFactor/Content/Maps/Facility_Office1.umap	5009926		TRAM PLAZA	트램 광장
AbioticFactor/Content/Maps/Facility_Office1.umap	5010059		PUBLIC TERMINAL	공공 터미널
AbioticFactor/Content/Maps/Facility_Office1.umap	5010197		LEVEL 2	2층
AbioticFactor/Content/Maps/Facility_Office1.umap	5010327		TRAM - B SIDE	트램 - 역방향
AbioticFactor/Content/Maps/Facility_Office1.umap	5010463		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Office2.umap	5695163		L1 TRAM PLAZA	1층 트램 광장
AbioticFactor/Content/Maps/Facility_Office2.umap	5695299		SECURITY OFFICE	보안실
AbioticFactor/Content/Maps/Facility_Office2.umap	5695437		RESIDENCE TRAM	주거 구역 트램
AbioticFactor/Content/Maps/Facility_Office2.umap	5695574		LEVEL 3 LIFT	3층 승강기
AbioticFactor/Content/Maps/Facility_Office2.umap	5695709		LOCKER ROOM	락커룸
AbioticFactor/Content/Maps/Facility_Office2.umap	5695843		SECTOR MAP	구역 안내 지도
AbioticFactor/Content/Maps/Facility_Office2.umap	5695976		LOCKER ROOM	락커룸
AbioticFactor/Content/Maps/Facility_Office2.umap	5696110		KITCHEN	주방
AbioticFactor/Content/Maps/Facility_Office2.umap	5696240		BIO LAB D	생물학 연구실 D
AbioticFactor/Content/Maps/Facility_Office2.umap	5696372		DATA FARM	데이터 저장소
AbioticFactor/Content/Maps/Facility_Office2.umap	5696504		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Office2.umap	5696636		MANUFACTURING	제조 구역
AbioticFactor/Content/Maps/Facility_Office2.umap	5696772		DATA FARM	데이터 저장소
AbioticFactor/Content/Maps/Facility_Office2.umap	5696904		RESIDENCE TRAM	주거 구역 트램
AbioticFactor/Content/Maps/Facility_Office2.umap	5697041		BIO LAB D	생물학 연구실 D
AbioticFactor/Content/Maps/Facility_Office2.umap	5697173		DATA FARM	데이터 저장소
AbioticFactor/Content/Maps/Facility_Office2.umap	5697305		BIO LAB D	생물학 연구실 D
AbioticFactor/Content/Maps/Facility_Office2.umap	5697437		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Office2.umap	5697569		RESIDENCES	주거 구역
AbioticFactor/Content/Maps/Facility_Office2.umap	5697702		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Office2.umap	5697834		BIO LAB D	생물학 연구실 D
AbioticFactor/Content/Maps/Facility_Office2.umap	5697966		DATA FARM	데이터 저장소
AbioticFactor/Content/Maps/Facility_Office2.umap	5698098		GYM & POOL	체육실 & 수영장
AbioticFactor/Content/Maps/Facility_Office2.umap	5698231		DATA FARM	데이터 저장소
AbioticFactor/Content/Maps/Facility_Office2.umap	5698363		EXEC. OFFICES	임원 사무실
AbioticFactor/Content/Maps/Facility_Office2.umap	5698499		LEVEL 3 STAIRS	3층 계단
AbioticFactor/Content/Maps/Facility_Office2.umap	5698636		SILO 3 ACCESS	사일로 3 접근로
AbioticFactor/Content/Maps/Facility_Office2.umap	5698772		EXEC. OFFICES	임원 사무실
AbioticFactor/Content/Maps/Facility_Office2.umap	5698908		STORAGE	창고
AbioticFactor/Content/Maps/Facility_Office2.umap	5699038		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_Office2.umap	5699173		SILO 3 ACCESS	사일로 3 접근로
AbioticFactor/Content/Maps/Facility_Office2.umap	5699309		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_Office2.umap	5699444		KITCHEN	주방
AbioticFactor/Content/Maps/Facility_Office2.umap	5699574		L1 TRAM PLAZA	1층 트램 광장
AbioticFactor/Content/Maps/Facility_Office2.umap	5699710		BIO LAB D	생물학 연구실 D
AbioticFactor/Content/Maps/Facility_Office2.umap	5699842		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Office3.umap	6497334		LIFT ACCESS	승강기 접근로
AbioticFactor/Content/Maps/Facility_Office3.umap	6497468		LEVEL 2	2층
AbioticFactor/Content/Maps/Facility_Office3.umap	6497598		CHECK-IN	체크인
AbioticFactor/Content/Maps/Facility_Office3.umap	6497729		SILO 2 ACCESS	사일로 3 접근로
AbioticFactor/Content/Maps/Facility_Office3.umap	6497865		LEVEL 2 LIFT	2층 승강기
AbioticFactor/Content/Maps/Facility_Office3.umap	6498000		ANALYSIS OFFICE	분석실
AbioticFactor/Content/Maps/Facility_Office3.umap	6498138		BREAK ROOM	휴게실
AbioticFactor/Content/Maps/Facility_Office3.umap	6498271		SILO 3 VIEWING	사일로 3 조망대
AbioticFactor/Content/Maps/Facility_Office3.umap	6498408		SILO 3	사일로 3
AbioticFactor/Content/Maps/Facility_Office3.umap	6498537		PHYSICS LAB D	물리학 연구실 D
AbioticFactor/Content/Maps/Facility_Office3.umap	6498673		PHYSICS LAB D	물리학 연구실 D
AbioticFactor/Content/Maps/Facility_Office3.umap	6498809		SILO 3 VIEWING	사일로 3 조망대
AbioticFactor/Content/Maps/Facility_Office3.umap	6498946		EXEC. OFFICES	임원 사무실
AbioticFactor/Content/Maps/Facility_Office3.umap	6499082		SILO 3	사일로 3
AbioticFactor/Content/Maps/Facility_Office3.umap	6499211		SILO 2 LOUNGE	사일로 2 라운지
AbioticFactor/Content/Maps/Facility_Office3.umap	6499347		EXEC. OFFICES	임원 사무실
AbioticFactor/Content/Maps/Facility_Office3.umap	6499483		L2 / L3 JUNCTION	2층 / 3층 교차로
AbioticFactor/Content/Maps/Facility_Office3.umap	6499622		SILO 2	사일로 2
AbioticFactor/Content/Maps/Facility_Office3.umap	6499751		LEVEL 3 ACCESS	3층 접근로
AbioticFactor/Content/Maps/Facility_Office3.umap	6499888		LEVEL 2	2층
AbioticFactor/Content/Maps/Facility_Office3.umap	6500018		TRUCK TUNNEL D	트럭 터널 D
AbioticFactor/Content/Maps/Facility_Office3.umap	6500155		LIFT ACCESS	승강기 접근로
AbioticFactor/Content/Maps/Facility_Office3.umap	6500289		EXEC. RESTROOM	임원 화장실
AbioticFactor/Content/Maps/Facility_Office3.umap	6500426		EXEC. RESTROOM	임원 화장실
AbioticFactor/Content/Maps/Facility_Office3.umap	6500563		BOARDROOM	회의실
AbioticFactor/Content/Maps/Facility_Office3.umap	6500695		CHECK-IN	체크인
AbioticFactor/Content/Maps/Facility_Office3.umap	6500826		PHYSICS LAB D	물리학 연구실 D
AbioticFactor/Content/Maps/Facility_Office4.umap	1852856		MANUFACTURING	제조 구역
AbioticFactor/Content/Maps/Facility_Office4.umap	1852992		SILO 2 ACCESS	사일로 3 접근로
AbioticFactor/Content/Maps/Facility_Office4.umap	1853128		LIFT ACCESS	승강기 접근로
AbioticFactor/Content/Maps/Facility_Office4.umap	1853262		SILO 2 ACCESS	사일로 3 접근로
AbioticFactor/Content/Maps/Facility_Office4.umap	1853398		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Office4.umap	1853530		SECURITY	보안
AbioticFactor/Content/Maps/Facility_Office4.umap	1853661		LIFT ACCESS	승강기 접근로
AbioticFactor/Content/Maps/Facility_Office4.umap	1853795		L1 TRAM PLAZA	1층 트램 광장
AbioticFactor/Content/Maps/Facility_Office4.umap	1853931		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Pens.umap	7014592		XR CONTAINMENT	XR 격리실
AbioticFactor/Content/Maps/Facility_Pens.umap	7014729		EASTERN TUNNEL	동쪽 터널
AbioticFactor/Content/Maps/Facility_Pens.umap	7014866		VEHICLE LOT 7	7번 차고지
AbioticFactor/Content/Maps/Facility_Pens.umap	7015002		C. STATION	C 정거장
AbioticFactor/Content/Maps/Facility_Pens.umap	7015135		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7015265		ROADWAY	진입로
AbioticFactor/Content/Maps/Facility_Pens.umap	7015395		C. BLOCKS	격리 블록
AbioticFactor/Content/Maps/Facility_Pens.umap	7015527		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7015663		PARTICLE LAB	입자 연구실
AbioticFactor/Content/Maps/Facility_Pens.umap	7015798		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7015928		PARTICLE LAB	입자 연구실
AbioticFactor/Content/Maps/Facility_Pens.umap	7016063		C. STATION	C 정거장
AbioticFactor/Content/Maps/Facility_Pens.umap	7016196		HEAVY DEPOT	중장비 차고
AbioticFactor/Content/Maps/Facility_Pens.umap	7016330		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Pens.umap	7016466		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7016602		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7016732		PARTICLE LAB	입자 연구실
AbioticFactor/Content/Maps/Facility_Pens.umap	7016867		XR TRANSFER	XR 이동실
AbioticFactor/Content/Maps/Facility_Pens.umap	7017001		HOLDING	구류실
AbioticFactor/Content/Maps/Facility_Pens.umap	7017131		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7017267		VEHICLE LOT 7	7번 차고지
AbioticFactor/Content/Maps/Facility_Pens.umap	7017403		XR CONTAINMENT	XR 격리실
AbioticFactor/Content/Maps/Facility_Pens.umap	7017540		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7017670		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7017806		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7017936		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7018072		C. STATION	C 정거장
AbioticFactor/Content/Maps/Facility_Pens.umap	7018205		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7018341		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7018471		PARTICLE LAB	입자 연구실
AbioticFactor/Content/Maps/Facility_Pens.umap	7018606		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7018736		C. BLOCKS	격리 블록
AbioticFactor/Content/Maps/Facility_Pens.umap	7018868		VEHICLE LOT 7	7번 차고지
AbioticFactor/Content/Maps/Facility_Pens.umap	7019004		XR CONTAINMENT	XR 격리실
AbioticFactor/Content/Maps/Facility_Pens.umap	7019141		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7019277		C. STATION	C 정거장
AbioticFactor/Content/Maps/Facility_Pens.umap	7019410		PARTICLE LAB	입자 연구실
AbioticFactor/Content/Maps/Facility_Pens.umap	7019545		PARTICLE LAB	입자 연구실
AbioticFactor/Content/Maps/Facility_Plant.umap	4029805		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_Reservoir.umap	3218015		DETECTOR	탐지기
AbioticFactor/Content/Maps/Facility_Residence.umap	9067499	Sign_ModularDormitory_C	DR. MANJINDER SANA	만진더 사나 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9067640	Sign_ModularDormitory_C	DR. PETRA PETERS	페트라 피터스 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9067779	Sign_ModularDormitory_C	DR. REYNA BELL	레이나 벨 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9067916	Sign_ModularDormitory_C	DR. JESSICA LAMBERT	제시카 램버트 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9068058	Sign_ModularDormitory_C	DR. SOPHIA TZIRKOTI	소피아 치르코티 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9068200	Sign_ModularDormitory_C	DR. ZOE KINCHIN-WALLER	조이 킨친-월러 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9068345	Sign_ModularDormitory_C	DR. PIOTR RANDONJIC	피오트르 란도니치 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9068487	Sign_ModularDormitory_C	DR. MARIJA KRYZSTYNIAK	마리야 크리스티니악 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9068632	Sign_ModularDormitory_C	DR. NAMAN HAMAYUN	나만 하마윤 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9068772	Sign_ModularDormitory_C	DR. MARIO GARBARINO	마리오 가르바리노 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9068914	Sign_ModularDormitory_C	DR. OSCAR BEVILACQUA	오스카 베빌아쿠아 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9069057	Sign_ModularDormitory_C	DR. MAJID ACHEAMPONG	마지드 아참퐁 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9069200	Sign_ModularDormitory_C	DR. YANG HONG	양 홍 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9069336	Sign_ModularDormitory_C	DR. RICH MELANCHTON	리치 멜란히톤 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9069478	Sign_ModularDormitory_C	DR. MACHIKO ISODA	마치코 이소다 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9069618	Sign_ModularDormitory_C	DR. GAYUSH ADIVAR	게이유시 아디바르 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9069758	Sign_ModularDormitory_C	DR. YUSUF AZIZ	유수프 아지즈 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9069895	Sign_ModularDormitory_C	DR. ABDULRAZAK OTHMAN	압둘라자크 오스만 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9070039	Sign_ModularDormitory_C	DR. MANUEL MARCOS	마누엘 마르코스 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9070179	Sign_ModularDormitory_C	DR. NASRA BADAR	나스라 바다르 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9070317	Sign_ModularDormitory_C	DR. LLOYD GARBIT	로이드 가빗 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9070456	Sign_ModularDormitory_C	DR. SAMEER MISHOD	사미르 미쇼드 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9070596	Sign_ModularDormitory_C	DR. JUDITH ANDERSON	주디스 안더슨 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9070738	Sign_ModularDormitory_C	DR. ZHAO LI	자오 리 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9070872	Sign_ModularDormitory_C	DR. ALEXANDER HANNITY	알렉산더 해니티 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9071016	Sign_ModularDormitory_C	DR. PERRY BUTLER	페리 버틀러 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9071155	Sign_ModularDormitory_C	DR. SVETLANA PRICE	스베틀라나 프라이스 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9071296	Sign_ModularDormitory_C	DR. JANET ROSS	자넷 로스 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9071433	Sign_ModularDormitory_C	DR. LUKAS BENES	루카스 베네스 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9071571	Sign_ModularDormitory_C	DR. DANIEL FLINT	다니엘 플린트 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9071710	Sign_ModularDormitory_C	DR. GARRISON SOYINKA	개리슨 소잉카 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9071853	Sign_ModularDormitory_C	DR. AIDAN OSBORNE	에이든 오스본 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9071993	Sign_ModularDormitory_C	DR. RASHAD DERRICK	라샤드 데릭 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9072134	Sign_ModularDormitory_C	DR. STEPHEN WINCKOWSKI	스티븐 윈카우스키 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9072279	Sign_ModularDormitory_C	DR. EDWARD KRAUS	에드워드 크라우스 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9072418	Sign_ModularDormitory_C	DR. ABRAHAM STERN	에이브라함 스턴 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9072558		ATHLETIC POOL	체육관 수영장
AbioticFactor/Content/Maps/Facility_Residence.umap	9072694		E-SUITES	E-스위트룸
AbioticFactor/Content/Maps/Facility_Residence.umap	9072825		RUTGER STRAUSS	루트거 슈트라우스
AbioticFactor/Content/Maps/Facility_Residence.umap	9072962		DEFENSE SECTOR	방어 구역
AbioticFactor/Content/Maps/Facility_Residence.umap	9073099		ENGINEERING	엔지니어링
AbioticFactor/Content/Maps/Facility_Residence.umap	9073233		ATHLETICS	체육관
AbioticFactor/Content/Maps/Facility_Residence.umap	9073365		MAIN LOBBY	메인 로비
AbioticFactor/Content/Maps/Facility_Residence.umap	9073498		E-SUITES	E-스위트룸
AbioticFactor/Content/Maps/Facility_Residence.umap	9073629		DORMITORIES (A)	기숙사 (A)
AbioticFactor/Content/Maps/Facility_Residence.umap	9073767		BARRACKS	병영
AbioticFactor/Content/Maps/Facility_Residence.umap	9073898		MAIN LOBBY	메인 로비
AbioticFactor/Content/Maps/Facility_Residence.umap	9074031		BARRACKS	병영
AbioticFactor/Content/Maps/Facility_Residence.umap	9074162		T. R. ENDERSON	T. R. 엔더슨
AbioticFactor/Content/Maps/Facility_Residence.umap	9074299		BARRACKS A	병영 A
AbioticFactor/Content/Maps/Facility_Residence.umap	9074432		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Residence.umap	9074562		E-SUITES	E-스위트룸
AbioticFactor/Content/Maps/Facility_Residence.umap	9074693		EATERY	식당
AbioticFactor/Content/Maps/Facility_Residence.umap	9074822		EATERY	식당
AbioticFactor/Content/Maps/Facility_Residence.umap	9074951		MAINTENANCE	관리실
AbioticFactor/Content/Maps/Facility_Residence.umap	9075085		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Residence.umap	9075218		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Residence.umap	9075351		RESIDENCES	주거 구역
AbioticFactor/Content/Maps/Facility_Residence.umap	9075484		RESIDENCES	주거 구역
AbioticFactor/Content/Maps/Facility_Residence.umap	9075617		DR. DEREK MANSE	데릭 맨스 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9075755		RESIDENCES	주거 구역
AbioticFactor/Content/Maps/Facility_Residence.umap	9075888		DR. STEWART WAKEMAN	스튜워트 웨이크먼 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9076030		SHOPPING DISTRICT	상업가
AbioticFactor/Content/Maps/Facility_Residence.umap	9076170		DORMITORIES (E)	기숙사 (E)
AbioticFactor/Content/Maps/Facility_Residence.umap	9076308		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Residence.umap	9076438		DR. AJAY KALAM	에이제이 칼람 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9076575		JANE KARENSKI	제인 카렌스키
AbioticFactor/Content/Maps/Facility_Residence.umap	9076711		DR. MICHAEL HUTTON	마이클 허튼 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9076852		DR. DINA KHATTAR	디나 카타르 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9076991		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Residence.umap	9077124		FIONA GARNER	피오나 가너
AbioticFactor/Content/Maps/Facility_Security.umap	4733140		FIREARMS RANGE	사격장
AbioticFactor/Content/Maps/Facility_Security.umap	4733278		FITNESS COURSE	운동 코스
AbioticFactor/Content/Maps/Facility_Security.umap	4733416		FIREARMS RANGE	사격장
AbioticFactor/Content/Maps/Facility_Security.umap	4733553		FIREARMS RANGE	사격장
AbioticFactor/Content/Maps/Facility_Security.umap	4733690		VEHICLE DEPOT	차고지
AbioticFactor/Content/Maps/Facility_Security.umap	4733826		SURFACE LIFT	지표 승강기
AbioticFactor/Content/Maps/Facility_Security.umap	4733961		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4734094		FITNESS COURSE	운동 코스
AbioticFactor/Content/Maps/Facility_Security.umap	4734231		VEHICLE DEPOT	차고지
AbioticFactor/Content/Maps/Facility_Security.umap	4734367		DEPOT ACCESS	차고 접근로
AbioticFactor/Content/Maps/Facility_Security.umap	4734502		SURFACE ACCESS	지표 접근로
AbioticFactor/Content/Maps/Facility_Security.umap	4734639		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Security.umap	4734775		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Security.umap	4734911		SURFACE ACCESS	지표 접근로
AbioticFactor/Content/Maps/Facility_Security.umap	4735048		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Security.umap	4735184		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Security.umap	4735317		SURFACE ACCESS	지표 접근로
AbioticFactor/Content/Maps/Facility_Security.umap	4735454		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Security.umap	4735590		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Security.umap	4735723		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Security.umap	4735856		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4735989		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Security.umap	4736122		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4736255		TOWER	탑
AbioticFactor/Content/Maps/Facility_Security.umap	4736383		STORAGE UNIT C	창고 구역 C
AbioticFactor/Content/Maps/Facility_Security.umap	4736520		SURFACE ACCESS	지표 접근로
AbioticFactor/Content/Maps/Facility_Security.umap	4736657		LABORATORIES	연구소
AbioticFactor/Content/Maps/Facility_Security.umap	4736792		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4736925		FIREARMS RANGE	사격장
AbioticFactor/Content/Maps/Facility_Security.umap	4737062		VEHICLE DEPOT	차고지
AbioticFactor/Content/Maps/Facility_Security.umap	4737198		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4737331		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4737464		SURFACE ACCESS	지표 접근로
AbioticFactor/Content/Maps/Facility_Security.umap	4737601		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Security.umap	4737737		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4737870		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Security.umap	4738003		STORAGE UNIT C	창고 구역 C
AbioticFactor/Content/Maps/Facility_Security.umap	4738140		REPAIR BAY	정비소
AbioticFactor/Content/Maps/MainMenu_Labs.umap	723723		ADJUSTMENT	조정동
AbioticFactor/Content/Maps/MainMenu_Labs.umap	723856		LENS EPICENTRE	렌즈 중심점
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1240765		SYNCHROTRON	싱크로트론
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1240899		TRAM ACCESS	트램 접근로
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1241033		MINE ENTRANCE B	광산 입구 B
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1241171		SHIPPING	물류 배송지
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1241302		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1241438		MINE ENTRANCE B	광산 입구 B
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1241576		GARAGE	차고
AbioticFactor/Content/Maps/MainMenu_Offices.umap	827001		TRAM - B SIDE	트램 - 역방향
AbioticFactor/Content/Maps/MainMenu_Offices.umap	827137		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2282916	Sign_ModularDormitory_C	DR. MANJINDER SANA	만진더 사나 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2283057	Sign_ModularDormitory_C	DR. A. PETERS	A. 피터스 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2283193	Sign_ModularDormitory_C	DR. REYNA BELL	레이나 벨 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2283330	Sign_ModularDormitory_C	DR. JESSICA LAMBERT	제시카 램버트 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2283472	Sign_ModularDormitory_C	DR. SOPHIA TZIRKOTI	소피아 치르코티 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2283614	Sign_ModularDormitory_C	DR. ZOE KINCHIN-WALLER	조이 킨친-월러 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2283759	Sign_ModularDormitory_C	DR. PIOTR RANDONJIC	피오트르 란도니치 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2283901	Sign_ModularDormitory_C	DR. MARIJA KRYZSTYNIAK	마리야 크리스티니악 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2284046	Sign_ModularDormitory_C	DR. NAMAN HAMAYUN	나만 하마윤 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2284186	Sign_ModularDormitory_C	DR. MARIO GARBARINO	마리오 가르바리노 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2284328	Sign_ModularDormitory_C	DR. OSCAR BEVILACQUA	오스카 베빌아쿠아 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2284471	Sign_ModularDormitory_C	DR. MAJID ACHEAMPONG	마지드 아참퐁 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2284614	Sign_ModularDormitory_C	DR. YANG HONG	양 홍 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2284750	Sign_ModularDormitory_C	DR. RICH MELANCHTON	리치 멜란히톤 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2284892	Sign_ModularDormitory_C	DR. MACHIKO ISODA	마치코 이소다 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2285032	Sign_ModularDormitory_C	DR. GAYUSH ADIVAR	게이유시 아디바르 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2285172	Sign_ModularDormitory_C	DR. YUSUF AZIZ	유수프 아지즈 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2285309	Sign_ModularDormitory_C	DR. ABDULRAZAK OTHMAN	압둘라자크 오스만 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2285453	Sign_ModularDormitory_C	DR. MANUEL MARCOS	마누엘 마르코스 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2285593	Sign_ModularDormitory_C	DR. NASRA BADAR	나스라 바다르 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2285731	Sign_ModularDormitory_C	DR. LLOYD GARBIT	로이드 가빗 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2285870	Sign_ModularDormitory_C	DR. SAMEER MISHOD	사미르 미쇼드 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2286010	Sign_ModularDormitory_C	DR. JUDITH ANDERSON	주디스 안더슨 박사
