AbioticFactor/Content/Blueprints/Environment/Special/MapPamphletBox_BP.uasset	783Bh		TAKE A MAP	지도 얻기
AbioticFactor/Content/Maps/Facility_Office2.umap	5701669		GYM & POOL	체육실 & 수영장
AbioticFactor/Content/Maps/Facility_Office2.umap	5701802		DATA FARM	데이터 저장소
AbioticFactor/Content/Maps/Facility_Office2.umap	5701934		EXEC. OFFICES	임원 사무실
AbioticFactor/Content/Maps/Facility_Office2.umap	5702070		LEVEL 3 STAIRS	3층 계단
AbioticFactor/Content/Maps/Facility_Office2.umap	5702207		SILO 3 ACCESS	사일로 3 접근로
AbioticFactor/Content/Maps/Facility_Office2.umap	5702343		EXEC. OFFICES	임원 사무실
AbioticFactor/Content/Maps/Facility_Office2.umap	5702479		STORAGE	창고
AbioticFactor/Content/Maps/Facility_Office2.umap	5702609		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_Office2.umap	5702744		SILO 3 ACCESS	사일로 3 접근로
AbioticFactor/Content/Maps/Facility_Office2.umap	5702880		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_Office2.umap	5703015		KITCHEN	주방
AbioticFactor/Content/Maps/Facility_Office2.umap	5703145		L1 TRAM PLAZA	1층 트램 광장
AbioticFactor/Content/Maps/Facility_Office2.umap	5703281		BIO LAB D	생물학 연구실 D
AbioticFactor/Content/Maps/Facility_Office2.umap	5703413		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Office3.umap	6498918		LIFT ACCESS	승강기 접근로
AbioticFactor/Content/Maps/Facility_Office3.umap	6499052		LEVEL 2	2층
AbioticFactor/Content/Maps/Facility_Office3.umap	6499182		CHECK-IN	체크인
AbioticFactor/Content/Maps/Facility_Office3.umap	6499313		SILO 2 ACCESS	사일로 3 접근로
AbioticFactor/Content/Maps/Facility_Office3.umap	6499449		LEVEL 2 LIFT	2층 승강기
AbioticFactor/Content/Maps/Facility_Office3.umap	6499584		ANALYSIS OFFICE	분석실
AbioticFactor/Content/Maps/Facility_Office3.umap	6499722		BREAK ROOM	휴게실
AbioticFactor/Content/Maps/Facility_Office3.umap	6499855		SILO 3 VIEWING	사일로 3 조망대
AbioticFactor/Content/Maps/Facility_Office3.umap	6499992		SILO 3	사일로 3
AbioticFactor/Content/Maps/Facility_Office3.umap	6500121		PHYSICS LAB D	물리학 연구실 D
AbioticFactor/Content/Maps/Facility_Office3.umap	6500257		PHYSICS LAB D	물리학 연구실 D
AbioticFactor/Content/Maps/Facility_Office3.umap	6500393		SILO 3 VIEWING	사일로 3 조망대
AbioticFactor/Content/Maps/Facility_Office3.umap	6500530		EXEC. OFFICES	임원 사무실
AbioticFactor/Content/Maps/Facility_Office3.umap	6500666		SILO 3	사일로 3
AbioticFactor/Content/Maps/Facility_Office3.umap	6500795		SILO 2 LOUNGE	사일로 2 라운지
AbioticFactor/Content/Maps/Facility_Office3.umap	6500931		EXEC. OFFICES	임원 사무실
AbioticFactor/Content/Maps/Facility_Office3.umap	6501067		L2 / L3 JUNCTION	2층 / 3층 교차로
AbioticFactor/Content/Maps/Facility_Office3.umap	6501206		SILO 2	사일로 2
AbioticFactor/Content/Maps/Facility_Office3.umap	6501335		LEVEL 3 ACCESS	3층 접근로
AbioticFactor/Content/Maps/Facility_Office3.umap	6501472		LEVEL 2	2층
AbioticFactor/Content/Maps/Facility_Office3.umap	6501602		TRUCK TUNNEL D	트럭 터널 D
AbioticFactor/Content/Maps/Facility_Office3.umap	6501739		LIFT ACCESS	승강기 접근로
AbioticFactor/Content/Maps/Facility_Office3.umap	6501873		EXEC. RESTROOM	임원 화장실
AbioticFactor/Content/Maps/Facility_Office3.umap	6502010		EXEC. RESTROOM	임원 화장실
AbioticFactor/Content/Maps/Facility_Office3.umap	6502147		BOARDROOM	회의실
AbioticFactor/Content/Maps/Facility_Office3.umap	6502279		CHECK-IN	체크인
AbioticFactor/Content/Maps/Facility_Office3.umap	6502410		PHYSICS LAB D	물리학 연구실 D
AbioticFactor/Content/Maps/Facility_Office4.umap	1853922		MANUFACTURING	제조 구역
AbioticFactor/Content/Maps/Facility_Office4.umap	1854058		SILO 2 ACCESS	사일로 3 접근로
AbioticFactor/Content/Maps/Facility_Office4.umap	1854194		LIFT ACCESS	승강기 접근로
AbioticFactor/Content/Maps/Facility_Office4.umap	1854328		SILO 2 ACCESS	사일로 3 접근로
AbioticFactor/Content/Maps/Facility_Office4.umap	1854464		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Office4.umap	1854596		SECURITY	보안
AbioticFactor/Content/Maps/Facility_Office4.umap	1854727		LIFT ACCESS	승강기 접근로
AbioticFactor/Content/Maps/Facility_Office4.umap	1854861		L1 TRAM PLAZA	1층 트램 광장
AbioticFactor/Content/Maps/Facility_Office4.umap	1854997		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Pens.umap	7017452		XR CONTAINMENT	XR 격리실
AbioticFactor/Content/Maps/Facility_Pens.umap	7017589		EASTERN TUNNEL	동쪽 터널
AbioticFactor/Content/Maps/Facility_Pens.umap	7017726		VEHICLE LOT 7	7번 차고지
AbioticFactor/Content/Maps/Facility_Pens.umap	7017862		C. STATION	C 정거장
AbioticFactor/Content/Maps/Facility_Pens.umap	7017995		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7018125		ROADWAY	진입로
AbioticFactor/Content/Maps/Facility_Pens.umap	7018255		C. BLOCKS	격리 블록
AbioticFactor/Content/Maps/Facility_Pens.umap	7018387		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7018523		PARTICLE LAB	입자 연구실
AbioticFactor/Content/Maps/Facility_Pens.umap	7018658		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7018788		PARTICLE LAB	입자 연구실
AbioticFactor/Content/Maps/Facility_Pens.umap	7018923		C. STATION	C 정거장
AbioticFactor/Content/Maps/Facility_Pens.umap	7019056		HEAVY DEPOT	중장비 차고
AbioticFactor/Content/Maps/Facility_Pens.umap	7019190		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Pens.umap	7019326		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7019462		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7019592		PARTICLE LAB	입자 연구실
AbioticFactor/Content/Maps/Facility_Pens.umap	7019727		XR TRANSFER	XR 이동실
AbioticFactor/Content/Maps/Facility_Pens.umap	7019861		HOLDING	구류실
AbioticFactor/Content/Maps/Facility_Pens.umap	7019991		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7020127		VEHICLE LOT 7	7번 차고지
AbioticFactor/Content/Maps/Facility_Pens.umap	7020263		XR CONTAINMENT	XR 격리실
AbioticFactor/Content/Maps/Facility_Pens.umap	7020400		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7020530		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7020666		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7020796		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7020932		C. STATION	C 정거장
AbioticFactor/Content/Maps/Facility_Pens.umap	7021065		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7021201		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7021331		PARTICLE LAB	입자 연구실
AbioticFactor/Content/Maps/Facility_Pens.umap	7021466		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7021596		C. BLOCKS	격리 블록
AbioticFactor/Content/Maps/Facility_Pens.umap	7021728		VEHICLE LOT 7	7번 차고지
AbioticFactor/Content/Maps/Facility_Pens.umap	7021864		XR CONTAINMENT	XR 격리실
AbioticFactor/Content/Maps/Facility_Pens.umap	7022001		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7022137		C. STATION	C 정거장
AbioticFactor/Content/Maps/Facility_Pens.umap	7022270		PARTICLE LAB	입자 연구실
AbioticFactor/Content/Maps/Facility_Pens.umap	7022405		PARTICLE LAB	입자 연구실
AbioticFactor/Content/Maps/Facility_Plant.umap	4030599		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_Reservoir.umap	3218015		DETECTOR	탐지기
AbioticFactor/Content/Maps/Facility_Security.umap	4734876		FIREARMS RANGE	사격장
AbioticFactor/Content/Maps/Facility_Security.umap	4735014		FITNESS COURSE	운동 코스
AbioticFactor/Content/Maps/Facility_Security.umap	4735152		FIREARMS RANGE	사격장
AbioticFactor/Content/Maps/Facility_Security.umap	4735289		FIREARMS RANGE	사격장
AbioticFactor/Content/Maps/Facility_Security.umap	4735426		VEHICLE DEPOT	차고지
AbioticFactor/Content/Maps/Facility_Security.umap	4735562		SURFACE LIFT	지표 승강기
AbioticFactor/Content/Maps/Facility_Security.umap	4735697		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4735830		FITNESS COURSE	운동 코스
AbioticFactor/Content/Maps/Facility_Security.umap	4735967		VEHICLE DEPOT	차고지
AbioticFactor/Content/Maps/Facility_Security.umap	4736103		DEPOT ACCESS	차고 접근로
AbioticFactor/Content/Maps/Facility_Security.umap	4736238		SURFACE ACCESS	지표 접근로
AbioticFactor/Content/Maps/Facility_Security.umap	4736375		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Security.umap	4736511		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Security.umap	4736647		SURFACE ACCESS	지표 접근로
AbioticFactor/Content/Maps/Facility_Security.umap	4736784		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Security.umap	4736920		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Security.umap	4737053		SURFACE ACCESS	지표 접근로
AbioticFactor/Content/Maps/Facility_Security.umap	4737190		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Security.umap	4737326		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Security.umap	4737459		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Security.umap	4737592		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4737725		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Security.umap	4737858		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4737991		TOWER	탑
AbioticFactor/Content/Maps/Facility_Security.umap	4738119		STORAGE UNIT C	창고 구역 C
AbioticFactor/Content/Maps/Facility_Security.umap	4738256		SURFACE ACCESS	지표 접근로
AbioticFactor/Content/Maps/Facility_Security.umap	4738393		LABORATORIES	연구소
AbioticFactor/Content/Maps/Facility_Security.umap	4738528		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4738661		FIREARMS RANGE	사격장
AbioticFactor/Content/Maps/Facility_Security.umap	4738798		VEHICLE DEPOT	차고지
AbioticFactor/Content/Maps/Facility_Security.umap	4738934		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4739067		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4739200		SURFACE ACCESS	지표 접근로
AbioticFactor/Content/Maps/Facility_Security.umap	4739337		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Security.umap	4739473		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4739606		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Security.umap	4739739		STORAGE UNIT C	창고 구역 C
AbioticFactor/Content/Maps/Facility_Security.umap	4739876		REPAIR BAY	정비소
AbioticFactor/Content/Maps/MainMenu_Labs.umap	723723		ADJUSTMENT	조정동
AbioticFactor/Content/Maps/MainMenu_Labs.umap	723856		LENS EPICENTRE	렌즈 중심점
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1240911		SYNCHROTRON	싱크로트론
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1241045		TRAM ACCESS	트램 접근로
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1241179		MINE ENTRANCE B	광산 입구 B
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1241317		SHIPPING	물류 배송지
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1241448		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1241584		MINE ENTRANCE B	광산 입구 B
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1241722		GARAGE	차고
AbioticFactor/Content/Maps/MainMenu_Offices.umap	827001		TRAM - B SIDE	트램 - 역방향
AbioticFactor/Content/Maps/MainMenu_Offices.umap	827137		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/MainMenu_Security.umap	243735		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/MainMenu_Security.umap	243871		DEFENSE SECTOR	방어 구역
AbioticFactor/Content/Maps/MainMenu_Security.umap	244008		VAC CHAMBER	진공 챔버
AbioticFactor/Content/Maps/V_Alps.umap	5276032		OBSERVATOIRE	천문대
AbioticFactor/Content/Maps/V_Intro.umap	9543620		PACKAGE	포장
AbioticFactor/Content/Maps/V_Intro.umap	9543750		KITCHEN	주방
AbioticFactor/Content/Maps/V_Intro.umap	9543880		CRUCIS STUDY	크루시스 연구
AbioticFactor/Content/Maps/V_Intro.umap	9544015		POWER SOURCE	동력원
AbioticFactor/Content/Maps/V_Intro.umap	9544150		RESIDENCES	주거 구역
AbioticFactor/Content/Maps/V_Intro.umap	9544283		SYNAPTIC LABS	시냅스 연구소
AbioticFactor/Content/Maps/V_Intro.umap	9544419		ORDO ACCESS	오르도 접근로
AbioticFactor/Content/Maps/V_Intro.umap	9544553		RESIDENCES	주거 구역
AbioticFactor/Content/Maps/V_Intro.umap	9544686		ORDO STORAGE	오르도 보관실
AbioticFactor/Content/Maps/V_Intro.umap	9544821		SYNAPTIC LABS	시냅스 연구소
AbioticFactor/Content/Maps/Facility_DF_War.umap	77E471h		MAINTENANCE	관리실
AbioticFactor/Content/Maps/Facility_DF_War.umap	77E4F8h		FUEL CRYOPOD	연료 냉각 장치
