AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	29457	LIbrary_Sections_Index0_SectionText	DESIGNATION: Solutus (EX)\r\n\r\nPROTOCOLS: While several putative modes of accession to IS-0028 have been theorized, current data provides no co-ordinates or points of entry.	지정 등급: 솔루투스 (EX)\r\n\r\n격리 절차: IS-0028에 접근할 수 있는 여러 이론적인 가설이 제시되었지만, 현재 데이터로는 좌표나 진입 지점이 확인되지 않습니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	29708	PoolRoom_Title	IS-0031	IS-0031
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	29765	PoolRoom_Subtitle	Unknown Location	알 수 없는 장소
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	29884	PoolRoom_Sections_Index0_SectionText	DESIGNATION: Thela (KV)\r\n\r\nCONTAINMENT PROTOCOL: IS-0031 is off-limits to all GATE personnel, unless accompanied by tactical TR teams equipped in accordance with manifest GCRF-ISP-0018A, including IR and low-light observation equipment, or approved Gatekeeper staff.\r\n\r\nHydrophobic protective wear is encouraged and, pursuant to GISP provisions, all returning persons must submit to full-spectrum decontamination until to further notice.	지정 등급: 텔라 (KV)\r\n\r\n격리 절차: GATE의 모든 인원은 IS-0031에 들어가서는 안됩니다. 그러고자 하는 경우, 적외선 및 저조도 관측장비를 포함한 GCRF-ISP-0018A에 따른 장비를 갖춘 전술 차원정찰대 또는 승인된 게이트키퍼 직원이 동반하여야 합니다.\r\n\r\n방수 보호장비 착용이 권장되며, GISP 규정에 따라 귀환한 인원은 추후 공지가 있을 때까지 전 범위 오염 제거 과정을 따라야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	30399	LostDog_Title	IS-0042	IS-0042
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	30455	LostDog_Subtitle	The Lost Dog	잃어버린 개
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	30560	LostDog_Sections_Index0_SectionText	DESIGNATION: Solatus (IV/HL/LC)\r\n\r\nCONTAINMENT PROTOCOLS: IS-0042 is to be hung on a wall measuring at least 2x2m. It can be viewed safely by GATE personnel, but no works of creative art are to be brought within 20 meters of the subject.\r\n\r\nThis includes, but is not limited to works executed in paint; hard materials; digital mediums; drawings; and any other format or media employed by any artist previously or now living regardless of whether the item in question has any perceived or agreed artistic merit or explicitly features or represents animals that may or may not resemble dogs.	지정 등급: 솔루투스 (IV/HL/LC)\r\n\r\n격리 절차: IS-0042는 최소 2x2m 크기의 벽에 걸어 두어야 합니다. GATE 인원이 관찰하는 데 안전상의 문제는 없으나, 어떠한 창작물도 대상의 20미터 반경 안으로 가져와서는 안 됩니다.\r\n\r\n여기에는 물감, 경질 재료, 디지털 매체, 드로잉 등 모든 예술 형식이 포함됩니다. 또한 예술적 가치가 있다고 인식되거나 동의하는지 여부와 관계없이, 과거와 현재의 모든 예술가가 사용한 형식 또는 매체가 포함되며, 개 또는 그와 닮은 동물을 묘사하거나 주제로 했다고 여겨지는 작품 모두가 해당됩니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	31232	GravityCube_Title	IS-0052	IS-0052
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	31292	GravityCube_Subtitle	Gravity Dampener	중력 완충기
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	31406	GravityCube_Sections_Index0_SectionText	DESIGNATION: Sanc (HL/LC/R)\r\n\r\nCONTAINMENT PROTOCOLS: IS-0052 must be kept clear of:\r\n\r\n- gravitationally sensitive equipment\r\n- temporally dynamic systems\r\n- relativistic active research subjects\r\n- all perforation events\r\n\r\nAny staff handling IS-0052 are required to wear heavy impact protective clothing at all times.	지정 등급: 산크 (HL/LC/R)\r\n\r\n격리 절차: IS-0052는 다음 대상으로부터 멀리해야 합니다:\r\n\r\n- 중력에 민감한 장비\r\n- 시간적으로 동적인 시스템\r\n- 상대론적 활성 연구 대상\r\n- 모든 천공 현상\r\n\r\nIS-0052를 취급하는 모든 직원은 항상 충격 보호복을 착용해야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	31805	KizzCola_Title	IS-0053	IS-0053
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	31862	KizzCola_Subtitle	Kizz Cola Machine	키즈 콜라 자판기
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	31973	KizzCola_Sections_Index0_SectionText	DESIGNATION: Jura (EN/IN)\r\n\r\nCONTAINMENT PROTOCOLS: IS-0053 is resistant to all known conventional containment systems and procedures. While no fatal incidents have been reported, GISP protocols advise 'moderate caution' when interacting with the subject. Immurement Management has deemed the entity low risk, but do not recommend ingesting any contents disgorged by IS-0053.	지정 등급: 유라 (EN/IN)\r\n\r\n격리 절차: IS-0053은 일반적인 격리 시스템과 절차에 부합하지 않습니다. 치명적인 사건은 보고되지 않았지만, 대상과 상호작용을 할 때 GISP 기준에 따라 '적당한 주의'를 권장합니다. 수용 관리팀은 대상을 저위험으로 간주했으나, IS-0053이 배출하는 내용물을 섭취하지는 마십시오.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	32426	Reaper_Title	IS-0059	IS-0059
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	32481	Reaper_Subtitle	[ REDACTED ]	[ 검열됨 ]
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	32600	Reaper_Sections_Index0_SectionText	DESIGNATION: Solutus (AG/IN/IV)\r\n\r\nCONTAINMENT PROTOCOLS: No known protocols or procedures for containing or impeding IS-0059 currently exist. The entity is able to enter and exit locations, including the Cascade Facility, seemingly at will. Factors influencing its arrival and departure remain speculative.\r\n\r\nWhile high-energy electromagnetic energy appears to briefly halt or temporarily disperse IS-0059, conventional weapons systems used on the entity have had no notable effect.\r\n\r\nIt must be observed that any and all data garnered in relation to IS-0059 has been acquired under difficult or ad hoc circumstances. There have been no opportunities to study the subject under controlled conditions.	지정 등급: 솔루투스 (AG/IN/IV)\r\n\r\n격리 절차: IS-0059를 격리하거나 저지하기 위한 프로토콜이나 절차는 현재 존재하지 않습니다. 이 개체는 캐스케이드 시설을 포함한 여러 장소들을 자유롭게 드나들 수 있습니다. 나타나고 사라지는 데 영향을 미치는 요인은 추측만 존재합니다.\r\n\r\n고에너지 전자기 에너지가 IS-0059를 잠시 저지하거나 일시적으로 분산시키는 것으로 보이지만, 일반적인 무기로는 개체에 뚜렷한 효과를 보이지 않습니다.\r\n\r\nIS-0059와 관련된 정보들은 모두 어렵거나 즉흥적인 상황에서 수집되었습니다. 통제된 조건에서 개체를 연구할 기회는 없었습니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	33388	SecretProject_Title	IS-0060	IS-0060
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	33450	SecretProject_Subtitle	Sector 13 Project	섹터 13 프로젝트
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	33566	SecretProject_Sections_Index0_SectionText	DESIGNATION: Jura\r\n\r\nCONTAINMENT PROTOCOLS: All paperwork found from IS-0060 (paperwork referring to the "Sector 13 Project") is to be filed in a filing cabinet in the IS-0060 cell of Curie Wing and a Security Report must also be filed stating the full name and employee ID of the person who recovered the documents, when they first became aware of the documents, and where the documents were found.	지정 등급: 유라\r\n\r\n격리 절차: IS-0060에서 발견된 모든 서류 ("섹터 13 프로젝트"를 지칭하는 서류)는 퀴리 동에 있는 서류 보관함에 보안 보고서와 함께 보관하여야 합니다. 보안 보고서에는 문서를 회수한 사람의 성명과 직원 ID, 문서를 처음 인식한 시점, 문서를 발견한 장소를 명시해야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	34045	Composer_Title	IS-0064	IS-0064
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	34102	Composer_Subtitle	Composer	작곡가
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	34220	Composer_Sections_Index0_SectionText	DESIGNATION: Crucis (AG/IV)\r\n\r\nCONTAINMENT PROTOCOL: Effective containment of non-adjusted IS-0064 specimens requires the facility be located at least 2000m from any perforation phenomenon. All locations are to be equipped with perforation-suppressing fields, back-up power and fully hermetically sealed. Acoustic baffling is recommended, as the long term effects of exposure to the Composer's 'songs' are currently unknown.	지정 등급: 크루시스 (AG/IV)\r\n\r\n조정되지 않은 IS-0064의 효과적인 격리를 위해, 시설은 모든 천공 현상으로부터 최소 2000m 이상 떨어져 있어야 합니다. 모든 위치는 천공 억제 필드, 보조 전원, 완전히 밀폐된 시설로 갖춰야 합니다. 작곡가의 '노래'에 장기간 노출되는 것의 효과는 아직 알려진 바가 없으므로 방음 장치를 권장합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	34736	Composer_Sections_Index1_SectionText	Named for the haunting and thus far untranslated 'melodies' it emits while moving, the Composers appeared in Flathill directly after GATE's first successful perforation experiments, bringing with them the mists that now enshroud the town.	이동 중에 내는 소름 끼치는, 아직 해석되지 못한 '멜로디'로 인해 '작곡가'라는 이름이 붙여졌습니다. 이것은 GATE의 첫 성공적인 천공 실험 직후에 나타났으며, 현재 도시를 뒤덮고 있는 안개 또한 이때 형성되었습니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	35067	Composer_Sections_Index2_SectionText	Subjects appear to be constrained in their territorial movement by geomagnetic and telluric currents endemic to the local area. This process is poorly understood at present. An alternate theory proposed by Dr. Abe Stern suggests that IS-0064’s exploration of the local area is limited by conditions in its home anteverse, which now obtrude in the vicinity of Flathill. Evidence for this possibility is still pending.	IS-0064는 지역 고유의 지자기 및 지전류에 의해 행동반경이 제한되는 것으로 보입니다. 현재 이 현상에 대한 이해는 부족한 상황입니다. 에이브 스턴 박사가 제시한 대체 이론에 따르면, IS-0064가 이 지역을 탐험하는 것이 플랫힐 주변에 침투한 본래 안테버스의 조건에 의해 제한되고 있다는 것입니다. 이 가능성에 대한 증거는 아직 확인되지 않았습니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	35980	Flathill_Title	Flathill	플랫힐
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	36038	Flathill_Subtitle	GATE Crown Control Facility\r\n\r\nPerforation Site Zero	GATE 크라운 컨트롤 시설\r\n\r\n최초 천공 발생지
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	36185	Flathill_Sections_Index0_SectionText	The town of Flathill's position at the nexus of continent-wide telluric and geomagnetic currents made it the perfect place for GATE to commence its first perforation experiments.\r\n\r\nTheir first successful portal experiment took place in 1987, with a briefly stable connection to Anteverse I.	플랫힐 마을은 대륙 전역에 걸친 지자기와 지전류의 교차점에 위치해 있습니다. 따라서, GATE가 첫 천공 실험을 시작하기에 완벽한 장소로 선정되었습니다.\r\n\r\n1987년 첫 성공적인 포탈 실험을 통해서 안테버스 I과 안정적인 연결을 이루어냈습니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	36552	Leyak_Title	IS-0091	IS-0091
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	36606	Leyak_Subtitle	Leyak	레야크
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	36718	Leyak_Sections_Index0_SectionText	DESIGNATION: Crucis (AG/IV)\r\n\r\nCONTAINMENT PROTOCOL: IS-0091 is to be subject at all times to an electromagnetic field with photon energies ranging from 100 eV to 100 keV - roughly coterminous with the x-ray spectrum. The subject must be identified hourly, and that observation recorded in the subject's daybook. Anyone viewing or perceiving IS-0091 under any other conditions should stare directly at the creature until it vanishes, then report the encounter IMMEDIATELY to Security staff.	지정 등급: 크루시스 (AG/IV)\r\n\r\n격리 절차: IS-0091은 광자 에너지가 100 eV에서 100 keV 사이인 전자기장에 항상 노출되어야 합니다. 이 범위는 X-Ray의 파장과 거의 일치합니다. 대상은 매시간 식별되어야 하며, 그 관찰은 실험체의 일지에 기록되어야 합니다. 다른 조건에서 IS-0091을 보거나 인식한 인원은 해당 개체가 사라질 때 까지 직접 응시한 후, 즉시 보안 직원에게 보고해야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	37297	Leyak_Sections_Index1_SectionText	A transcorporeal creature of uncertain origins, the 'Leyak' was discovered in Indonesia by a GATE TransRecon team led by Dr. Lenora Riggs.\r\n\r\nThe entity focuses its attention on a single person until observed for a given length of time, whereupon it vanishes, reappearing elsewhere and commencing its search again. IS-0091's only weakness appears to be high-energy EM, such as x-rays. 	기원이 불분명한 초 물질적 생물체인 '레야크'는 레노라 리그 박사가 이끄는 GATE 차원정찰대에 의해 인도네시아에서 발견되었습니다.\r\n\r\n해당 개체는 특정 인물에게 주의를 집중하다가 일정 시간 동안 관찰되면 사라지며, 다른 곳에 다시 나타나서 탐색을 시작합니다. IS-0091의 유일한 약점은 X-Ray와 같은 고에너지 전자기로 보입니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	37765	BeliefVirus_Title	IS-0093	IS-0093
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	37825	BeliefVirus_Subtitle	Belief Virus	믿음 바이러스
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	37934	BeliefVirus_Sections_Index0_SectionText	DESIGNATION: Sanc (IF/PY)\r\n\r\nCONTAINMENT PROTOCOL: IS-0093 may be stored under conventional pathogenic or infectious biohazard protocols. However, only those researchers who refuse to acknowledge its existence are permitted access to its containment cell.\r\n\r\nStaff must be carefully vetted for belief, and any who accept the reality of this micro-organism are to prevented from working on, studying or otherwise investigating IS-0093.	지정 등급: 산크 (IF/PY)\r\n\r\n격리 절차: IS-0093은 일반적인 병원성 또는 감염성 생물학적 위험물질 관리 절차에 따라 보관할 수 있습니다. 하지만 해당 존재를 인정하지 않는 연구자만 격리실에 접근할 수 있습니다.\r\n\r\n직원들은 반드시 이 미생물의 실재를 받아들이는지 심사를 거쳐야 하며, 이것의 존재를 믿는 직원은 IS-0093에 대한 연구, 조사, 작업에서 배제되어야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	38455	CreepingCrystal_Title	IS-0094	IS-0094
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	38519	CreepingCrystal_Subtitle	The Creeping Crystal	증식하는 크리스털
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	38641	CreepingCrystal_Sections_Index0_SectionText	DESIGNATION: Sanc (EN/HL/IN/PS)\r\n\r\nCONTAINMENT PROTOCOL: IS-0094 must be connected to a dedicated 'harvesting' system managed by a regularly-serviced control system. This system and all peripherals must be connected to fail-safe backup power. In the event of extended electrical failure, IS-0094 is to be incinerated after no-more than 36 hours.	지정 등급: 산크 (EN/HL/IN/PS)\r\n\r\n격리 절차: IS-0094는 정기적인 점검을 받는 전용 '수확' 시스템에 연결되어 있어야 합니다. 이 시스템과 주변 장치들은 비상 백업 전원에 연결되어야 합니다. 장시간 전력 공급이 중단될 경우, IS-0094는 36시간 이내에 소각되어야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	39064	Shotgun_Title	IS-0099	IS-0099
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	39120	Shotgun_Subtitle	Antique Shotgun	골동품 샷건
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	39229	Shotgun_Sections_Index0_SectionText	DESIGNATION: Sanc (EH/LC/PS)\r\n\r\nCONTAINMENT PROTOCOL: Observe storage protocols for IS-0099 as with any conventional firearm: separate the subject from easily accessed ammunition; always treat the subject as if was loaded; do not point it at anyone; oil and clean it regularly; and test-fire carefully wearing ear and vision protection. \r\n\r\nAdditionally, when test-firing IS-0099 ensure no personnel are present within a 50m radius and no valuable or sensitive machinery, stores, equipment, weaponry, infrastructure, architecture or structurally significant material is present within a 30° arc extending 2500m downrange.	지정 등급: 산크 (EH/LC/PS)\r\n\r\n격리 절차: IS-0099의 보관 절차는 일반적인 화기와 동일합니다. 탄약을 분리 보관하여 쉽게 접근하지 못하도록 하십시오. 항상 대상은 장전된 것으로 간주하십시오. 절대 사람을 향해 조준하지 마십시오. 정기적으로 기름을 칠하고 손질하십시오. 시험 사격시 귀마개와 고글을 착용하십시오. \r\n\r\n추가적으로, IS-0099 시험 사격 시 반경 50m 내에 사람이 없어야 하며, 2,500m 사거리 내의 30° 각도 범위 안에는 중요하거나 민감한 기계, 저장고, 장비, 무기, 기반 시설, 구조물, 또는 구조적으로 중요한 자재가 없어야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	40553	LovePotion_Title	IS-0102	IS-0102
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	40612	LovePotion_Subtitle	The Love Potion	사랑의 묘약
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	40723	LovePotion_Sections_Index0_SectionText	DESIGNATION: Thela (EH/IF/IN)\r\n\r\nCONTAINMENT PROTOCOL: IS-0102 is to be stored under extreme infectious pathogen protocols, in secure containment within a fully hermetic outer housing. This housing must be flooded with hyper-pressurized, non-expanding flammable gas within 2.5 seconds of an alert with complete ignition and burn complete within 10 seconds.\r\n\r\nAll researchers must wear complete biohazard protection with independent air systems. Security personnel must be present during all live investigations. In the advent of exposure to the pathogen by any member of staff, security personnel are to prevent those exposed from leaving containment. Live fire is authorized.	지정 등급: 텔라 (EH/IF/IN)\r\n\r\n격리 절차: 심각한 전염성 병원체 프로토콜에 따라, IS-0102는 완전히 밀폐된 외부 포장재가 갖춰진 안전한 격리실에 보관되어야 합니다. 해당 외장재의 내부는, 2.5초 안에 고압의 비팽창성 가연성 가스를 채울 수 있어야 하며, 10초 이내에 완전히 발화 및 연소가 이루어져야 합니다.\r\n\r\n모든 연구자는 독립된 공기 순환 시스템과, 완전한 생물학적 위험에 대한 보호 장비를 착용해야 합니다. 보안 인원은 모든 조사에 실시간으로 상주해야 합니다. 직원 중 누구라도 병원체에 노출될 경우, 보안 인원은 노출된 인원이 격리 구역을 떠나지 못하도록 해야 하며, 실탄 사용이 허가됩니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	41480	TimeBomb_Title	IS-0107	IS-0107
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	41537	TimeBomb_Subtitle	The Time Bomb	시한 폭탄
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	41644	TimeBomb_Sections_Index0_SectionText	DESIGNATION:Thela (AG/IV/TL)\r\n\r\nCONTAINMENT PROTOCOLS: None.\r\n\r\nFirst documented in Djenne, Mali, in 200 B.C., the so-called Time Bomb was discovered in 1933 to be growing at a rate of approximately 0.1% per year. Current theories believe that it was a weapon, designed to destroy the universe, however it was deployed by an aggressor from Anteverse VII who miscalculated the relative differences in time speed between our universes. \r\n\r\nIn roughly 40,000 years this indestructible device will be large enough to pose a threat to our galaxy. As such, GATE launched the unit into space in 1985, trusting that, by this time, humanity will have discovered a way to return the weapon to its creator, or destroy it. Failing that, it will, at least, be considerably further away.	지정 등급:텔라 (AG/IV/TL)\r\n\r\n격리 절차: 없음.\r\n\r\n기원전 200년 말리의 젠네에서 최초로 기록된 일명 '시한폭탄'은 1933년에 연간 0.1%의 비율로 성장하는 것이 확인되었습니다. 현재 이론에 따르면, 이것은 우주를 파괴하기 위해 설계된 무기입니다. 하지만, 이것을 보낸 안테버스 VII의 공격자가 우리 우주와의 상대적 시간 속도 차이를 잘못 계산한 것으로 추측됩니다.\r\n\r\n약 4만 년 후에는 이 파괴 불가능한 장치가 우리 은하에 위협이 될 만큼 커질 것입니다. 따라서, GATE는 1985년, 이 장치를 우주로 발사하였으며, 이후 인류가 이 무기를 창조자에게 돌려보내거나, 파괴할 방법을 찾기를 바라고 있습니다. 그렇지 못하더라도, 적어도 우리에게서 계속해서 멀어질 것입니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	42498	TheMinder_Title	IS-0111	IS-0111
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	42556	TheMinder_Subtitle	The Minder	마인더
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	42661	TheMinder_Sections_Index0_SectionText	DESIGNATION: Sanc (HL/LC/R)\r\n\r\nCONTAINMENT PROTOCOL: All personnel in regular contact with IS-0111 must maintain a daily 'mood log' well as undertake weekly psychometric benchmarking.\r\n\r\nDo not place hands near IS-0111's feeding aperture, and avoid making high-pitched, purring or buzzing noises within 12ft or less of the subject.	지정 등급: 산크 (HL/LC/R)\r\n\r\n격리 절차: IS-0111과 정기적으로 접촉하는 모든 인원은 매일 '기분 일지'를 작성하고 매주 정신감정을 받아야 합니다.\r\n\r\nIS-0111의 먹이 구멍 근처에 손을 가까이 가져가지 말아야 하며, 대상의 12피트 이내에서 고음 또는 윙윙거리거나 골골거리는 소음을 내지 마십시오.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	43072	Tarasque_Title	IS-0121	IS-0121
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	43129	Tarasque_Subtitle	Tarasque	타라스크
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	43247	Tarasque_Sections_Index0_SectionText	DESIGNATION: Crucis (AG)\r\n\r\nCONTAINMENT PROTOCOL: Containment facilities for IS-0121, like all non-aquatic specimens originating from Anteverse 42, require extensive material hardening.\r\n\r\nFor design and construction specifications, refer to GATE Megaspecimen and Holocaust Protection Manual (1.6.4.7). Only one IS-0121 specimen is to be contained per site and no gaseous exchange of more than 5ppm permitted between any two sites. Structural mass dampeners are suggested but not, at this stage, an essential requirement.	지정 등급: 크루시스 (AG)\r\n\r\n격리 절차: 안테버스 42에서 유래한 모든 비수생 표본과 마찬가지로, IS-0121의 격리 시설은 광범위한 수준의 강화 소재가 필요합니다.\r\n\r\n설계 및 건설 사양에 대해서는 GATE 대형 표본 및 대참사 방지 매뉴얼 (1.6.4.7)을 참조하십시오. 한 시설에서 오직 하나의 IS-0121 표본만 수용해야 하며, 두 시설 간의 기체 교환은 5ppm을 초과해서는 안 됩니다. 구조적 질량 감쇠기는 권장되지만, 현재로서는 필수 요구 사항은 아닙니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	43860	Tarasque_Sections_Index1_SectionText	The Tarasque's circulatory fluid has exceptional capacitation properties. This 'ichor' is currently being investigated by Dr. Theodore Laciter for its ability to store and rapidly discharge very high quantities of energy, particularly as it relates to the power demands of instigating perforation events.	타라스크 순환계의 체액은 뛰어난 축전력을 가지고 있습니다. 이 '영액'은 매우 높은 양의 에너지를 저장하고, 빠르게 방전할 수 있는 능력이 있으며, 현재 시어도어 라시터 박사가 담당하여 조사하고 있습니다. 특히 천공을 발생시키는 데 필요한 전력을 공급하는 특성과 관련된 연구가 진행 중입니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	44257	Tarasque_Sections_Index2_SectionText	Due to an immense disjunction in scale, the Tarasque - like IS-0023 - is a near-microscopic entity in its home of Anteverse XLII, but a giant in ours. The full extent of its growth is, as yet, unknown.	규모의 차이로 인해, 타라스크는 IS-0023과 마찬가지로, 안테버스 XLII에서는 미생물에 가깝지만, 우리 세계에서는 거대한 크기입니다. 성장의 최대 규모는 아직 밝혀지지 않았습니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	44544	ShadowCreature_Title	IS-0122	IS-0122
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	44607	ShadowCreature_Subtitle	Shadowhopper	쉐도우호퍼
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	44720	ShadowCreature_Sections_Index0_SectionText	DESIGNATION: Thela (AV/AG/EH)\r\n\r\nCONTAINMENT PROTOCOL: All research on IS-0122 is to be conducted remotely.\r\n\r\nEntrance or access to the containment unit is prohibited except by express consent of the GATE Executive Council, in the event of unavoidable relocation or force majeure. Should such a need arise, IS-0122's containment is not to be opened without a quorum of Gatekeeper staff present, equipped in accordance with manifest GCRF-ISP-0016.\r\n\r\nContainment for the subject must be fully hermetically sealed and reinforced to GISP Grade 4 standards with Grade 3 acoustic dampening.	지정 등급: 텔라 (AV/AG/EH)\r\n\r\n격리 절차: IS-0122에 대한 모든 연구는 원격으로 이루어져야 합니다.\r\n\r\n격리실에 대한 출입이나 접근은 부득이한 이전 또는 불가항력의 상황에 GATE 집행 위원회의 명시적 승인이 있어야지 가능합니다. 이런 경우, IS-0122의 격리는 과반수의 게이트키퍼 인원이 참석한 상태에서만 해제할 수 있으며, 해당 인원들은 GCRF-ISP-0016에 따른 장비를 갖추어야 합니다.\r\n\r\n대상의 격리실은 완전히 밀폐되어야 하며, GISP 4급 기준을 충족하는 강화 수준에, 3급 수준의 음향 차단이 적용되어야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	45383	Frosty_Title	IS-0127	IS-0127
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	45438	Frosty_Subtitle	Living Snowman	살아있는 눈사람
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	45545	Frosty_Sections_Index0_SectionText	DESIGNATION: Crucis (CA/PY)\r\n\r\nCONTAINMENT PROTOCOL: IS-0127 must be kept at -130 Celsius or lower at all times. Containment structure must be supplied with reliable backup power. The subject's hat must also remain on its head under all circumstances.	지정 등급: 크루시스 (CA/PY)\r\n\r\n격리 절차: IS-127은 항상 -130°C 이하의 환경을 유지해야 합니다. 격리실은 안정적인 예비 전력이 공급돼야 합니다. 또한, 대상의 모자는 어떠한 상황에서도 반드시 머리에 씌워져 있어야 합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	45871	Yeti_Title	IS-0134	IS-0134
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	45924	Yeti_Subtitle	Yeti	예티
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	46027	Yeti_Sections_Index0_SectionText	Crucis (AG/CA)\r\n\r\nCONTAINMENT PROTOCOL: IS-0134 requires standard megaspecimen containment, including extensive material hardening, structual reinforcement and impact bracing.\r\n\r\nOverhead clearance of a minimum 5m is also required, due to the subject's athletic proclivities. Once immured, however, IS-0134's reclusive instincts lead it to be relatively docile unless disturbed.\r\n\r\nIn terms of habitat, IS-0134 requires a temperature-controlled environment, maintained at less than -2 degrees Celcius. Extremely susceptible to high temperatures, the subject must be kept away from any and all naked flames, given the exceptionally flammable quality of its fur.	지정 등급: 크루시스 (AG/CA)\r\n\r\n격리 절차: IS-0134는 표준 대형 표본 격리 시설이 필요하며, 광범위한 수준의 강화 소재, 구조 보강, 충격 완충 장치가 포함되어야 합니다.\r\n\r\n대상의 활동적인 성향으로 인해 최소 5m의 상부 공간이 있어야 합니다. 하지만 수용된 이후에는 IS-0134는 은둔적인 본성으로 인해, 방해받지 않는 한 비교적 온순합니다.\r\n\r\n서식지와 관련하여, IS-0134는 -2°C 이하로 유지되는 환경이 필요합니다. 대상은 고온에 매우 민감하며, 가연성이 높은 털로 인해 모든 화기의 접근을 금지합니다.
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	46763	Train_Title	IS-0138	IS-0138
AbioticFactor/Content/Blueprints/DataTables/DT_Compendium.uasset	46817	Train_Subtitle	The Train -  Anteverse XI	기차 -  안테버스 XI
